genre_id,대표 장르,group
1,성인물(에로),genre_code
2,공포(호러),genre_code
3,애니메이션,genre_code
4,멜로/로맨스,genre_code
5,드라마,genre_code
6,코미디,genre_code
7,어드벤처,genre_code
8,액션,genre_code
9,SF,genre_code
10,범죄,genre_code
11,공연,genre_code
12,스릴러,genre_code
13,판타지,genre_code
14,다큐멘터리,genre_code
15,미스터리,genre_code
16,전쟁,genre_code
17,가족,genre_code
18,기타,genre_code
19,서부극(웨스턴),genre_code
20,사극,genre_code
21,뮤지컬,genre_code
