boxofficeType,showRange,yearWeekTime,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
주간 박스오피스,20240115~20240121,202403,7,7,0,OLD,20235353,길위에 김대중,2024-01-10,325687897,2.5,-92079280,-22.0,891070074,33748,-8752,-20.6,92391,406,3693
주간 박스오피스,20240115~20240121,202403,8,8,11,OLD,20206946,시민덕희,2024-01-24,256230794,1.9,219222794,592.4,293238794,24981,20869,507.5,29093,273,566
주간 박스오피스,20240115~20240121,202403,9,9,25,OLD,20235854,덤 머니,2024-01-17,222295045,1.7,216445045,3699.9,233432545,23764,23114,3556.0,24992,465,3821
주간 박스오피스,20240115~20240121,202403,10,10,-2,OLD,20234114,괴물,2023-11-29,186531375,1.4,-98956392,-34.7,4681017994,18335,-10388,-36.2,475358,183,1695
주간 박스오피스,20240122~20240128,202404,1,1,7,OLD,20206946,시민덕희,2024-01-24,4492753950,36.5,4236523156,1653.4,4785992744,475897,450916,1805.0,504990,1272,24719
주간 박스오피스,20240122~20240128,202404,2,2,-1,OLD,20235253,외계+인 2부,2024-01-10,2032754097,16.5,-2293844423,-53.0,12649328180,213075,-231551,-52.1,1306802,1240,22648
주간 박스오피스,20240122~20240128,202404,3,3,-1,OLD,20235834,위시,2024-01-03,1132005935,9.2,-956672947,-45.8,12768712111,120805,-99748,-45.2,1335691,845,12668
주간 박스오피스,20240122~20240128,202404,4,4,-1,OLD,20212866,서울의 봄,2023-11-22,901500662,7.3,-730307771,-44.8,127119775665,91477,-73087,-44.4,13038385,754,10195
주간 박스오피스,20240122~20240128,202404,5,5,0,OLD,20235583,인투 더 월드,2024-01-10,551965281,4.5,-396835870,-41.8,2810860953,61318,-43431,-41.5,307210,603,5451
주간 박스오피스,20240122~20240128,202404,6,6,-2,OLD,20203702,노량: 죽음의 바다,2023-12-20,452376553,3.7,-634437525,-58.4,44804237586,47871,-66436,-58.1,4550731,699,7508
주간 박스오피스,20240122~20240128,202404,7,7,37,OLD,20236464,도그맨,2024-01-24,319560933,2.6,311800933,4018.1,330540933,33947,33171,4274.6,35065,496,5103
주간 박스오피스,20240122~20240128,202404,8,8,-2,OLD,20236146,신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,2023-12-22,319512287,2.6,-187685396,-37.0,8779815400,32937,-19080,-36.7,907283,389,3136
주간 박스오피스,20240122~20240128,202404,9,9,-2,OLD,20235353,길위에 김대중,2024-01-10,176952377,1.4,-148735520,-45.7,1068022451,18528,-15220,-45.1,110919,355,1788
주간 박스오피스,20240122~20240128,202404,10,10,89,OLD,20161872,너의 이름은.,2017-01-04,255604578,2.1,254648650,26638.9,31750906211,18108,18010,18377.6,3907409,26,367
주간 박스오피스,20240129~20240204,202405,1,1,76,OLD,20236180,웡카,2024-01-31,7570534610,46.6,7567462610,246336.7,7591137610,785202,784946,306619.5,786720,1753,37346
주간 박스오피스,20240129~20240204,202405,2,2,-1,OLD,20206946,시민덕희,2024-01-24,3884604299,23.9,-608149651,-13.5,8670597043,425978,-49919,-10.5,930968,1177,27254
주간 박스오피스,20240129~20240204,202405,3,3,-1,OLD,20235253,외계+인 2부,2024-01-10,914949474,5.6,-1117804623,-55.0,13564277654,99442,-113633,-53.3,1406244,839,11691
주간 박스오피스,20240129~20240204,202405,4,4,0,OLD,20212866,서울의 봄,2023-11-22,456670853,2.8,-444829809,-49.3,127576446518,50694,-40783,-44.6,13089079,645,5985
주간 박스오피스,20240129~20240204,202405,5,5,-2,OLD,20235834,위시,2024-01-03,452844769,2.8,-679161166,-60.0,13221556880,50163,-70642,-58.5,1385854,628,6167
주간 박스오피스,20240129~20240204,202405,6,6,52,OLD,20247074,건국전쟁,2024-02-01,346900234,2.1,341209234,5995.6,362466234,34124,33512,5475.8,35651,192,1260
주간 박스오피스,20240129~20240204,202405,7,7,23,OLD,20234730,추락의 해부,2024-01-31,267858978,1.6,232776978,663.5,308423978,28552,26090,1059.7,31539,236,1571
주간 박스오피스,20240129~20240204,202405,8,8,-3,OLD,20235583,인투 더 월드,2024-01-10,215633163,1.3,-336332118,-60.9,3026494116,24894,-36424,-59.4,332104,406,2603
주간 박스오피스,20240129~20240204,202405,9,9,73,OLD,20246964,정글번치: 월드투어,2024-01-31,162438900,1.0,160638900,8924.4,164238900,20514,20314,10157.0,20714,193,1432
주간 박스오피스,20240129~20240204,202405,10,10,17,OLD,20212668,도그데이즈,2024-02-07,176087528,1.1,147134528,508.2,207263528,18845,15628,485.8,22309,49,174
주간 박스오피스,20240205~20240211,202406,1,1,0,OLD,20236180,웡카,2024-01-31,7808650651,34.9,238116041,3.1,15399788261,798398,13196,1.7,1585118,1592,34936
주간 박스오피스,20240205~20240211,202406,2,2,0,OLD,20206946,시민덕희,2024-01-24,4372166865,19.6,487562566,12.6,13042763908,452477,26499,6.2,1383445,1281,18521
주간 박스오피스,20240205~20240211,202406,3,3,3,OLD,20247074,건국전쟁,2024-02-01,2036382673,9.1,1689482439,487.0,2398848907,205819,171695,503.2,241470,637,4510
주간 박스오피스,20240205~20240211,202406,4,4,6,OLD,20212668,도그데이즈,2024-02-07,1915048960,8.6,1738961432,987.6,2122312488,196059,177214,940.4,218368,847,12863
주간 박스오피스,20240205~20240211,202406,5,5,28,OLD,20211477,데드맨,2024-02-07,1654885287,7.4,1639345287,10549.2,1674313287,172935,171469,11696.4,174833,800,10659
주간 박스오피스,20240205~20240211,202406,6,6,52,OLD,20231415,소풍,2024-02-07,1244643879,5.6,1237755879,17969.7,1261602879,134418,133690,18364.0,136265,729,8243
주간 박스오피스,20240205~20240211,202406,7,7,46,OLD,20234581,아가일,2024-02-07,974123943,4.4,966243943,12262.0,1002430943,93743,92955,11796.3,96162,841,9573
주간 박스오피스,20240205~20240211,202406,8,8,19,OLD,20246966,아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,347114966,1.6,317570166,1074.9,384705766,38854,35982,1252.9,42536,578,3457
주간 박스오피스,20240205~20240211,202406,9,9,-5,OLD,20212866,서울의 봄,2023-11-22,227012695,1.0,-229658158,-50.3,127803459213,25059,-25635,-50.6,13114138,474,1967
주간 박스오피스,20240205~20240211,202406,10,10,-3,OLD,20234730,추락의 해부,2024-01-31,218734612,1.0,-49124366,-18.3,527158590,22333,-6219,-21.8,53872,224,1400
주간 박스오피스,20240212~20240218,202407,1,1,0,OLD,20236180,웡카,2024-01-31,8571624372,36.2,762973721,9.8,23971412633,885901,87503,11.0,2471019,1378,29958
주간 박스오피스,20240212~20240218,202407,2,2,1,OLD,20247074,건국전쟁,2024-02-01,4359810931,18.4,2323428258,114.1,6758659838,469039,263220,127.9,710509,956,15298
주간 박스오피스,20240212~20240218,202407,3,3,11,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2978799800,12.6,2775886000,1368.0,3181713600,258447,247255,2209.2,269639,393,9512
주간 박스오피스,20240212~20240218,202407,4,4,-2,OLD,20206946,시민덕희,2024-01-24,2465557942,10.4,-1906608923,-43.6,15508321850,256678,-195799,-43.3,1640123,1250,16774
주간 박스오피스,20240212~20240218,202407,5,5,-1,OLD,20212668,도그데이즈,2024-02-07,1190087257,5.0,-724961703,-37.9,3312399745,122037,-74022,-37.8,340405,784,10724
주간 박스오피스,20240212~20240218,202407,6,6,0,OLD,20231415,소풍,2024-02-07,989726424,4.2,-254917455,-20.5,2251329303,112428,-21990,-16.4,248693,717,8598
주간 박스오피스,20240212~20240218,202407,7,7,-2,OLD,20211477,데드맨,2024-02-07,537171548,2.3,-1117713739,-67.5,2211484835,56643,-116292,-67.2,231476,747,7286
주간 박스오피스,20240212~20240218,202407,8,8,-1,OLD,20234581,아가일,2024-02-07,393501837,1.7,-580622106,-59.6,1395932780,39377,-54366,-58.0,135539,727,5262
주간 박스오피스,20240212~20240218,202407,9,9,-1,OLD,20246966,아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,329265848,1.4,-17849118,-5.1,713971614,37697,-1157,-3.0,80233,555,2728
주간 박스오피스,20240212~20240218,202407,10,10,0,OLD,20234730,추락의 해부,2024-01-31,178318364,0.8,-40416248,-18.5,705476954,17396,-4937,-22.1,71268,112,1015
주간 박스오피스,20240219~20240225,202408,1,1,0,NEW,20234675,파묘,2024-02-22,22416849444,65.5,22416849444,100.0,22416849444,2301437,2301437,100.0,2301437,2355,34548
주간 박스오피스,20240219~20240225,202408,2,2,-1,OLD,20236180,웡카,2024-01-31,4726639973,13.8,-3844984399,-44.9,28698052606,499599,-386302,-43.6,2970618,1156,22670
주간 박스오피스,20240219~20240225,202408,3,3,-1,OLD,20247074,건국전쟁,2024-02-01,2308691101,6.7,-2051119830,-47.0,9067350939,256014,-213025,-45.4,966523,843,14891
주간 박스오피스,20240219~20240225,202408,4,4,-1,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,1393678800,4.1,-1585121000,-53.2,4575392400,124599,-133848,-51.8,394238,377,8369
주간 박스오피스,20240219~20240225,202408,5,5,-1,OLD,20206946,시민덕희,2024-01-24,517332924,1.5,-1948225018,-79.0,16025654774,55074,-201604,-78.5,1695197,699,7343
주간 박스오피스,20240219~20240225,202408,6,6,0,OLD,20231415,소풍,2024-02-07,446741916,1.3,-542984508,-54.9,2698071219,51530,-60898,-54.2,300223,601,4468
주간 박스오피스,20240219~20240225,202408,7,7,74,OLD,20247219,사운드 오브 프리덤,2024-02-21,317652500,0.9,315165500,12672.5,338984700,28605,28345,10901.9,30663,248,2450
주간 박스오피스,20240219~20240225,202408,8,8,-3,OLD,20212668,도그데이즈,2024-02-07,235649868,0.7,-954437389,-80.2,3548049613,24406,-97631,-80.0,364811,592,3492
주간 박스오피스,20240219~20240225,202408,9,9,48,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,168946890,0.5,163744890,3147.7,174148890,18297,17719,3065.6,18875,167,874
주간 박스오피스,20240219~20240225,202408,10,10,-1,OLD,20246966,아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,133050019,0.4,-196215829,-59.6,847021633,15435,-22262,-59.1,95668,180,1009
주간 박스오피스,20240226~20240303,202409,1,1,0,OLD,20234675,파묘,2024-02-22,35590889695,68.6,13174040251,58.8,58007739139,3731734,1430297,62.1,6033171,2367,61049
주간 박스오피스,20240226~20240303,202409,2,2,38,OLD,20236295,듄: 파트2,2024-02-28,9021703194,17.4,9002761194,47528.0,9040645194,819592,818386,67859.5,820798,1544,20855
주간 박스오피스,20240226~20240303,202409,3,3,-1,OLD,20236180,웡카,2024-01-31,3016186356,5.8,-1710453617,-36.2,31714238962,327339,-172260,-34.5,3297957,777,10917
주간 박스오피스,20240226~20240303,202409,4,4,-1,OLD,20247074,건국전쟁,2024-02-01,1123646531,2.2,-1185044570,-51.3,10190997470,126185,-129829,-50.7,1092708,652,5806
주간 박스오피스,20240226~20240303,202409,5,5,4,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,733924650,1.4,564977760,334.4,908073540,86088,67791,370.5,104963,342,1764
주간 박스오피스,20240226~20240303,202409,6,6,-2,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,646534800,1.2,-747144000,-53.6,5221927200,63874,-60725,-48.7,458112,300,3984
주간 박스오피스,20240226~20240303,202409,7,7,25,OLD,20247473,아이엠 티라노,2024-03-01,283646000,0.5,267486200,1655.3,299805800,33962,32189,1815.5,35735,229,1148
주간 박스오피스,20240226~20240303,202409,8,8,-2,OLD,20231415,소풍,2024-02-07,199883191,0.4,-246858725,-55.3,2897954410,23104,-28426,-55.2,323327,273,1298
주간 박스오피스,20240226~20240303,202409,9,9,-2,OLD,20247219,사운드 오브 프리덤,2024-02-21,140916000,0.3,-176736500,-55.6,479900700,12554,-16051,-56.1,43217,209,1234
주간 박스오피스,20240226~20240303,202409,10,10,1,OLD,20247063,바튼 아카데미,2024-02-21,77197423,0.1,-43927528,-36.3,231820474,8500,-4352,-33.9,24393,214,824
주간 박스오피스,20240304~20240310,202410,1,1,0,OLD,20234675,파묘,2024-02-22,19497950336,67.4,-16092939359,-45.2,77505689475,2008766,-1722968,-46.2,8041937,2164,57908
주간 박스오피스,20240304~20240310,202410,2,2,0,OLD,20236295,듄: 파트2,2024-02-28,5482318939,19.0,-3539384255,-39.2,14522964133,461898,-357694,-43.6,1282696,1091,19523
주간 박스오피스,20240304~20240310,202410,3,3,0,OLD,20236180,웡카,2024-01-31,1043718908,3.6,-1972467448,-65.4,32757957870,108918,-218421,-66.7,3406875,645,6960
주간 박스오피스,20240304~20240310,202410,4,4,18,OLD,20236732,가여운 것들,2024-03-06,595300954,2.1,570186039,2270.3,652026459,60091,57696,2409.0,65421,471,3845
주간 박스오피스,20240304~20240310,202410,5,5,11,OLD,20234789,패스트 라이브즈,2024-03-06,435688740,1.5,379045664,669.2,492331816,49246,43395,741.7,55097,613,5160
주간 박스오피스,20240304~20240310,202410,6,6,-2,OLD,20247074,건국전쟁,2024-02-01,427516477,1.5,-696130054,-62.0,10618513947,48359,-77826,-61.7,1141067,453,3766
주간 박스오피스,20240304~20240310,202410,7,7,-2,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,358290470,1.2,-375634180,-51.2,1266364010,42417,-43671,-50.7,147380,330,1954
주간 박스오피스,20240304~20240310,202410,8,8,-2,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,220733500,0.8,-425801300,-65.9,5442660700,21562,-42312,-66.2,479674,241,2080
주간 박스오피스,20240304~20240310,202410,9,9,-2,OLD,20247473,아이엠 티라노,2024-03-01,81179700,0.3,-202466300,-71.4,380985500,9521,-24441,-72.0,45256,190,925
주간 박스오피스,20240304~20240310,202410,10,10,-2,OLD,20231415,소풍,2024-02-07,79673739,0.3,-120209452,-60.1,2977628149,9340,-13764,-59.6,332667,96,665
주간 박스오피스,20240311~20240317,202411,1,1,0,OLD,20234675,파묘,2024-02-22,12244454536,62.9,-7253495800,-37.2,89750144011,1256565,-752201,-37.4,9298502,1967,50612
주간 박스오피스,20240311~20240317,202411,2,2,0,OLD,20236295,듄: 파트2,2024-02-28,3669332998,18.9,-1812985941,-33.1,18192297131,298539,-163359,-35.4,1581235,967,15307
주간 박스오피스,20240311~20240317,202411,3,3,0,OLD,20236180,웡카,2024-01-31,576875972,3.0,-466842936,-44.7,33334833842,59723,-49195,-45.2,3466598,505,4043
주간 박스오피스,20240311~20240317,202411,4,4,0,OLD,20236732,가여운 것들,2024-03-06,445054269,2.3,-150246685,-25.2,1097080728,44405,-15686,-26.1,109826,442,3625
주간 박스오피스,20240311~20240317,202411,5,5,0,OLD,20234789,패스트 라이브즈,2024-03-06,323741460,1.7,-111947280,-25.7,816073276,34477,-14769,-30.0,89574,566,4354
주간 박스오피스,20240311~20240317,202411,6,6,22,OLD,20236488,밥 말리: 원 러브,2024-03-13,239048549,1.2,227979549,2059.6,250117549,26290,25297,2547.5,27283,579,4625
주간 박스오피스,20240311~20240317,202411,7,7,37,OLD,20247782,랜드 오브 배드,2024-03-13,216999722,1.1,213659722,6397.0,220339722,25461,25107,7092.4,25815,394,3224
주간 박스오피스,20240311~20240317,202411,8,8,-1,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,185839550,1.0,-172450920,-48.1,1452203560,21999,-20418,-48.1,169379,268,1348
주간 박스오피스,20240311~20240317,202411,9,9,-3,OLD,20247074,건국전쟁,2024-02-01,174450242,0.9,-253066235,-59.2,10792964189,19558,-28801,-59.6,1160625,382,2001
주간 박스오피스,20240311~20240317,202411,10,10,12,OLD,20247053,메이 디셈버,2024-03-13,170234806,0.9,146722907,624.0,224006569,18956,16954,846.9,23931,400,2450
주간 박스오피스,20240318~20240324,202412,1,1,0,OLD,20234675,파묘,2024-02-22,8921719885,57.2,-3322734651,-27.1,98671863896,910529,-346036,-27.5,10209031,1807,45890
주간 박스오피스,20240318~20240324,202412,2,2,0,OLD,20236295,듄: 파트2,2024-02-28,2391635901,15.3,-1277697097,-34.8,20583933032,195925,-102614,-34.4,1777160,842,12910
주간 박스오피스,20240318~20240324,202412,3,3,9,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,1573573674,10.1,1443111162,1106.2,1706776186,156752,144975,1231.0,168709,917,14022
주간 박스오피스,20240318~20240324,202412,4,4,-1,OLD,20236180,웡카,2024-01-31,387961534,2.5,-188914438,-32.7,33722795376,40119,-19604,-32.8,3506717,480,3091
주간 박스오피스,20240318~20240324,202412,5,5,-1,OLD,20236732,가여운 것들,2024-03-06,257129180,1.6,-187925089,-42.2,1354209908,25459,-18946,-42.7,135285,298,2562
주간 박스오피스,20240318~20240324,202412,6,6,-1,OLD,20234789,패스트 라이브즈,2024-03-06,176187282,1.1,-147554178,-45.6,992260558,17956,-16521,-47.9,107530,291,2726
주간 박스오피스,20240318~20240324,202412,7,7,1,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,134351420,0.9,-51488130,-27.7,1586554980,15944,-6055,-27.5,185323,230,960
주간 박스오피스,20240318~20240324,202412,8,8,-1,OLD,20247782,랜드 오브 배드,2024-03-13,129837944,0.8,-87161778,-40.2,350177666,15150,-10311,-40.5,40965,359,2680
주간 박스오피스,20240318~20240324,202412,9,9,0,NEW,20247962,나이트 스윔,2024-03-20,133484800,0.9,133484800,100.0,133484800,14090,14090,100.0,14090,195,1429
주간 박스오피스,20240318~20240324,202412,10,10,0,NEW,20231459,탐정 말로,2024-03-21,98410200,0.6,98410200,100.0,98410200,13041,13041,100.0,13041,183,1169
주간 박스오피스,20240325~20240331,202413,1,1,0,OLD,20234675,파묘,2024-02-22,7121460312,36.8,-1800259573,-20.2,105793324208,748260,-162269,-17.8,10957291,1691,34413
주간 박스오피스,20240325~20240331,202413,2,2,20,OLD,20231041,댓글부대,2024-03-27,5004291113,25.9,4977183113,18360.6,5042262113,537008,534080,18240.4,541047,1228,24260
주간 박스오피스,20240325~20240331,202413,3,3,41,OLD,20248496,고질라 X 콩: 뉴 엠파이어,2024-03-27,3211353514,16.6,3200745514,30172.9,3221961514,320504,319880,51262.8,321128,995,16322
주간 박스오피스,20240325~20240331,202413,4,4,-2,OLD,20236295,듄: 파트2,2024-02-28,1357199430,7.0,-1034436471,-43.3,21941132462,108863,-87062,-44.4,1886023,773,7169
주간 박스오피스,20240325~20240331,202413,5,5,-2,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,636947300,3.3,-936626374,-59.5,2343723486,66299,-90453,-57.7,235008,695,7008
주간 박스오피스,20240325~20240331,202413,6,6,28,OLD,20219375,1980,2024-03-27,280937745,1.5,269973745,2462.4,291901745,31165,30093,2807.2,32237,521,3800
주간 박스오피스,20240325~20240331,202413,7,7,-3,OLD,20236180,웡카,2024-01-31,183840234,1.0,-204121300,-52.6,33906635610,19492,-20627,-51.4,3526209,282,1692
주간 박스오피스,20240325~20240331,202413,8,8,22,OLD,20235838,악은 존재하지 않는다,2024-03-27,159430256,0.8,125800256,374.1,196186256,16696,14454,644.7,19308,149,959
주간 박스오피스,20240325~20240331,202413,9,9,0,NEW,20173226,패왕별희 디 오리지널,2017-03-30,85289504,0.4,85289504,100.0,1280417482,11408,11408,100.0,139073,103,641
주간 박스오피스,20240325~20240331,202413,10,10,-5,OLD,20236732,가여운 것들,2024-03-06,111569348,0.6,-145559832,-56.6,1465779256,11381,-14078,-55.3,146666,245,1175
주간 박스오피스,20240401~20240407,202414,1,1,0,OLD,20234675,파묘,2024-02-22,3679280665,29.3,-3442179647,-48.3,109472604873,378426,-369834,-49.4,11335717,1280,28440
주간 박스오피스,20240401~20240407,202414,2,2,0,OLD,20231041,댓글부대,2024-03-27,2500374909,19.9,-2503916204,-50.0,7542637022,258676,-278332,-51.8,799723,1059,22291
주간 박스오피스,20240401~20240407,202414,3,3,0,OLD,20248496,고질라 X 콩: 뉴 엠파이어,2024-03-27,1300430142,10.3,-1910923372,-59.5,4522391656,128685,-191819,-59.8,449813,813,13509
주간 박스오피스,20240401~20240407,202414,4,4,69,OLD,20247673,오멘: 저주의 시작,2024-04-03,869091540,6.9,866868540,38995.4,871314540,85359,85112,34458.3,85606,644,6503
주간 박스오피스,20240401~20240407,202414,5,5,28,OLD,20247780,비키퍼,2024-04-03,656836171,5.2,639832171,3762.8,673840171,70501,68857,4188.4,72145,713,7415
주간 박스오피스,20240401~20240407,202414,6,6,0,NEW,20231677,남은 인생 10년,2023-05-24,682653256,5.4,682653256,100.0,2151571856,69229,69229,100.0,206861,413,2440
주간 박스오피스,20240401~20240407,202414,7,7,-3,OLD,20236295,듄: 파트2,2024-02-28,754411496,6.0,-602787934,-44.4,22695543958,54213,-54650,-50.2,1940236,456,3345
주간 박스오피스,20240401~20240407,202414,8,8,17,OLD,20201502,유미의 세포들 더 무비,2024-04-03,358608320,2.9,340260320,1854.5,378685320,46657,44169,1775.3,49392,441,5708
주간 박스오피스,20240401~20240407,202414,9,9,-4,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,267284239,2.1,-369663061,-58.0,2611007725,26494,-39805,-60.0,261502,393,2566
주간 박스오피스,20240401~20240407,202414,10,10,2,OLD,20248222,기동전사 건담 시드 프리덤,2024-04-03,271965121,2.2,145834661,115.6,398095581,26317,16399,165.3,36235,418,2979
주간 박스오피스,20240408~20240414,202415,1,1,26,OLD,20236614,쿵푸팬더4,2024-04-10,8210631903,48.1,8195064903,52643.8,8237865903,874929,873336,54823.4,877729,2311,43409
주간 박스오피스,20240408~20240414,202415,2,2,-1,OLD,20234675,파묘,2024-02-22,2752104422,16.1,-927176243,-25.2,112224709295,278367,-100059,-26.4,11614084,1177,19028
주간 박스오피스,20240408~20240414,202415,3,3,-1,OLD,20231041,댓글부대,2024-03-27,1144401142,6.7,-1355973767,-54.2,8687038164,115975,-142701,-55.2,915698,805,11230
주간 박스오피스,20240408~20240414,202415,4,4,2,OLD,20231677,남은 인생 10년,2023-05-24,1148326910,6.7,465673654,68.2,3299898766,114730,45501,65.7,321591,518,5615
