영화 코드,영화명(국문),영화명(영문),제작연도,개봉일,영화유형,제작상태,제작국가,영화장르,대표 제작국가,대표 장르,영화감독,제작사 코드,제작사명
20182221,스파키,Spark : A Space Tail,2016,20180412,장편,개봉,한국,"애니메이션,어드벤처,코미디",한국,애니메이션,"[{'peopleNm': '아론 우들리'}, {'peopleNm': '애론 우들리'}]",정보 없음,정보 없음
20183046,외도:남편 상사와의 하룻밤,Dannano jyousitohurin,2016,20181017,장편,개봉,일본,"성인물(에로),드라마,멜로/로맨스",일본,성인물(에로),[{'peopleNm': '나쿠루 하라다'}],정보 없음,정보 없음
20181823,보리 vs 매켄로,Borg/McEnroe,2017,20180510,장편,개봉,"스웨덴,덴마크,핀란드",드라마,스웨덴,드라마,[{'peopleNm': '야누스 메츠'}],정보 없음,정보 없음
20180152,가정부 : 맛있는 서비스 무삭제,,2018,20181114,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '정완경'}],정보 없음,정보 없음
20180115,가정부 : 맛있는 서비스,,2018,20181002,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),"[{'peopleNm': '정완경'}, {'peopleNm': '안상진'}]",정보 없음,정보 없음
20184587,룸싸롱 맛있는 서비스 무삭제,,2018,20181113,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '조태호'}],정보 없음,정보 없음
20184586,룸싸롱 맛있는 서비스,,2018,20180809,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '조태호'}],정보 없음,정보 없음
20172868,내 아내의 언니 2 무삭제,,2017,20180417,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '김부곤'}],정보 없음,정보 없음
20172883,내 아내의 언니 2,,2017,20180111,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '김부곤'}],정보 없음,정보 없음
20180141,정사 : 질투의 덫 - 감독판,,2017,20180207,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '이민'}],정보 없음,정보 없음
20182541,정사: 질투의 덫-무삭제판,,2017,20180328,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '이민'}],정보 없음,정보 없음
20189522,완벽한 섹스의 맛-감독판,,2017,20180110,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '이민'}],정보 없음,정보 없음
20184123,완벽한 섹스의 맛-무삭제판,,2017,20180508,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '이민'}],정보 없음,정보 없음
20184424,맛있는 유혹 무삭제판,,2018,20180515,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '이민'}],정보 없음,정보 없음
20182891,맛있는 유혹,,2018,20180403,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '이민'}],정보 없음,정보 없음
20183172,야한 정사의 맛-감독판,,2018,20180424,장편,개봉,한국,성인물(에로),한국,성인물(에로),[{'peopleNm': '이민'}],정보 없음,정보 없음
20183636,야한 정사의 맛 - 무삭제판,,2018,20181107,장편,개봉,한국,"성인물(에로),멜로/로맨스",한국,성인물(에로),[{'peopleNm': '이민'}],정보 없음,정보 없음
20162875,탐정 당인: 차이나타운 살인사건,Detective Chinatown,2015,20180308,장편,개봉,중국,액션,중국,액션,[{'peopleNm': '진사성'}],정보 없음,정보 없음
20170841,리틀 포레스트,Little Forest,2018,20180228,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '임순례'}],정보 없음,정보 없음
20162361,환절기,In Between Seasons,2018,20180222,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이동은'}],정보 없음,정보 없음
20175830,돌아와요 부산항애(愛),BROTHERS IN HEAVEN,2017,20180117,장편,개봉,한국,"범죄,액션,드라마",한국,범죄,[{'peopleNm': '박희준'}],정보 없음,정보 없음
20188304,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,Yo-Kai Watch 4,2017,20180920,장편,개봉,일본,애니메이션,일본,애니메이션,[{'peopleNm': '우시로 신지'}],정보 없음,정보 없음
20184204,섹션제로3-블록13,Section Zero 3,2017,20180803,장편,개봉,프랑스,"SF,스릴러,액션",프랑스,SF,[{'peopleNm': '올리비에르 마샬'}],정보 없음,정보 없음
20176104,그것만이 내 세상,Keys to the Heart,2017,20180117,장편,개봉,한국,"코미디,드라마",한국,코미디,[{'peopleNm': '최성현'}],정보 없음,정보 없음
20189067,미쓰백,Miss Baek,2017,20181011,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이지원'}],정보 없음,정보 없음
20177341,영주,Youngju,2018,20181122,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '차성덕'}],정보 없음,정보 없음
20183306,아직 끝나지 않았다,Custody,2017,20180621,장편,개봉,프랑스,"드라마,스릴러",프랑스,드라마,[{'peopleNm': '자비에 르그랑'}],정보 없음,정보 없음
20178228,다키스트 아워,Darkest Hour,2017,20180117,장편,개봉,영국,"드라마,전쟁",영국,드라마,[{'peopleNm': '조 라이트'}],정보 없음,정보 없음
20158358,파란입이 달린 얼굴,A Blue Mouthed Face,2015,20180118,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김수정'}],정보 없음,정보 없음
20180290,아쿠아맨,AQUAMAN,2018,20181219,장편,개봉,"미국,호주",액션,미국,액션,[{'peopleNm': '제임스 완'}],정보 없음,정보 없음
20172469,허스토리,Herstory,2017,20180627,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '민규동'}],정보 없음,정보 없음
20182752,검은비: 악의연대기,,2017,20181026,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '장유근'}],정보 없음,정보 없음
20181807,극장판 프리! - 테이크 유어 마크 -,特別版 Free！ -Take Your Marks-,2017,20180412,장편,개봉,일본,애니메이션,일본,애니메이션,[{'peopleNm': '카와나미 에이사쿠'}],정보 없음,정보 없음
20189331,리즈와 파랑새,Liz and the Blue Bird,2018,20181009,장편,개봉,일본,애니메이션,일본,애니메이션,[{'peopleNm': '야마다 나오코'}],정보 없음,정보 없음
20181741,예스 평창!,Yes PyeongChang,2018,20180308,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '백철기'}],정보 없음,정보 없음
20182466,퀴어영화 뷰티풀,QUEER MOVIE Beautiful,2018,20181006,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,[{'peopleNm': '백인규'}],정보 없음,정보 없음
20184541,2017 동명이인 프로젝트,two person at the same town,2017,20180525,옴니버스,개봉,한국,기타,한국,기타,[{'peopleNm': '이경원'}],정보 없음,정보 없음
20173995,타클라마칸,Taklamakan,2017,20180322,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '고은기'}],정보 없음,정보 없음
20178342,치하야후루 상편,Chihayafuru Part 1,2016,20180228,장편,개봉,일본,드라마,일본,드라마,[{'peopleNm': '코이즈미 노리히로'}],정보 없음,정보 없음
20178343,치하야후루 하편,Chihayafuru Part 2,2016,20180228,장편,개봉,일본,드라마,일본,드라마,[{'peopleNm': '코이즈미 노리히로'}],정보 없음,정보 없음
20177005,레슬러,LOVE+SLING,2018,20180509,장편,개봉,한국,"드라마,코미디",한국,드라마,[{'peopleNm': '김대웅'}],정보 없음,정보 없음
20160504,"춘천, 춘천","Autumn, Autumn",2016,20180926,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '장우진'}],정보 없음,정보 없음
20183144,선종 무문관,,2016,20181213,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '윤용진'}],정보 없음,정보 없음
20182985,섹스 인 더 게임 ,,2017,20180328,장편,개봉,한국,,한국,,[{'peopleNm': '신성진'}],정보 없음,정보 없음
20177365,필동,Pil-dong,2018,20180809,장편,개봉,한국,판타지,한국,판타지,[{'peopleNm': '필동'}],정보 없음,정보 없음
20174442,뷰티풀 데이즈,Beautiful Days,2018,20181121,장편,개봉,"한국,프랑스",드라마,한국,드라마,[{'peopleNm': '윤재호'}],정보 없음,정보 없음
20180321,기생 : 꽃의 고백,Gisaeng : The Confession of a Flower,2017,20180125,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"[{'peopleNm': '홍태선'}, {'peopleNm': '임혁'}]",정보 없음,정보 없음
20188824,60일의 썸머,60 Days of Summer,2017,20181025,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김희영'}],정보 없음,정보 없음
20134521,부다페스트 로큰롤,Made in Hungaria,2009,20181220,장편,개봉,헝가리,"뮤지컬,드라마",헝가리,뮤지컬,[{'peopleNm': '게르게이 포뇨'}],정보 없음,정보 없음
20183384,서산개척단,Land of Sorrow,2018,20180524,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '이조훈'}],정보 없음,정보 없음
20189281,폴란드로 간 아이들,The Children Gone to Poland,2018,20181031,장편,개봉,한국,"다큐멘터리,드라마",한국,다큐멘터리,[{'peopleNm': '추상미'}],정보 없음,정보 없음
20172626,노맨스랜드,NOMANSLAND,2017,20180718,옴니버스,개봉,한국,"코미디,미스터리,공포(호러),뮤지컬",한국,코미디,"[{'peopleNm': '박중하'}, {'peopleNm': '신지현'}, {'peopleNm': '김상혁'}, {'peopleNm': '지화자'}]",정보 없음,정보 없음
20182279,더 블랙,the BLACK,2018,20180913,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '이마리오'}],정보 없음,정보 없음
20181821,어른도감,Adulthood,2017,20180823,장편,개봉,한국,"코미디,드라마",한국,코미디,[{'peopleNm': '김인선'}],정보 없음,정보 없음
20182323,임을 위한 행진곡,,2018,20180516,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '박기복'}],정보 없음,정보 없음
20179205,조선명탐정: 흡혈괴마의 비밀,Detective K: Secret of the Living Dead,2017,20180208,장편,개봉,한국,"사극,어드벤처,코미디",한국,사극,[{'peopleNm': '김석윤'}],정보 없음,정보 없음
20184678,배반의 장미,Too Hot to Die,2018,20181018,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '박진영'}],정보 없음,정보 없음
20178395,12 솔져스,12 Strong,2018,20180131,장편,개봉,미국,"액션,드라마,전쟁",미국,액션,[{'peopleNm': '니콜라이 퓰시'}],정보 없음,정보 없음
20176848,데드풀 2,DEADPOOL 2,2018,20180516,장편,개봉,미국,"액션,어드벤처,코미디,SF",미국,액션,[{'peopleNm': '데이빗 레이치'}],정보 없음,정보 없음
20180282,속닥속닥,The Whispering,2018,20180713,장편,개봉,한국,"공포(호러),미스터리",한국,공포(호러),[{'peopleNm': '최상훈'}],정보 없음,정보 없음
20179731,나미야 잡화점의 기적,The Miracles of the Namiya General Store,2017,20180228,장편,개봉,일본,"판타지,드라마",일본,판타지,[{'peopleNm': '히로키 류이치'}],정보 없음,정보 없음
20189268,루이스,Luis and the Aliens,2018,20180920,장편,개봉,독일,애니메이션,독일,애니메이션,"[{'peopleNm': '울프강 라우엔슈타인'}, {'peopleNm': '크리스토프 라우엔슈타인'}]",정보 없음,정보 없음
20176081,경계인들,The marginal people,2016,20181012,옴니버스,개봉,한국,드라마,한국,드라마,"[{'peopleNm': '박소진'}, {'peopleNm': '배세웅'}]",정보 없음,정보 없음
20178522,콜 미 바이 유어 네임,Call Me by Your Name,2017,20180322,장편,개봉,"이탈리아,프랑스,브라질,미국","드라마,멜로/로맨스",이탈리아,드라마,[{'peopleNm': '루카 구아다니노'}],정보 없음,정보 없음
20184842,아이 캔 온리 이매진,I Can Only Imagine,2018,20180621,장편,개봉,미국,"드라마,가족",미국,드라마,"[{'peopleNm': '앤드류 어윈'}, {'peopleNm': '존 어윈'}]",정보 없음,정보 없음
20189987,킬러의 보디가드 무삭제 특별판,The Hitman's Bodyguard,2017,20180912,장편,개봉,미국,"액션,코미디",미국,액션,[{'peopleNm': '패트릭 휴즈'}],정보 없음,정보 없음
20185485,보헤미안 랩소디,Bohemian Rhapsody,2018,20181031,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '브라이언 싱어'}],정보 없음,정보 없음
20184801,유전,Hereditary,2017,20180607,장편,개봉,미국,공포(호러),미국,공포(호러),[{'peopleNm': '아리 에스터'}],정보 없음,정보 없음
20184845,미드나잇 선,Midnight Sun,2018,20180621,장편,개봉,미국,멜로/로맨스,미국,멜로/로맨스,[{'peopleNm': '스콧 스피어'}],정보 없음,정보 없음
20185341,마녀,The Witch : Part 1. The Subversion,2018,20180627,장편,개봉,한국,"미스터리,액션",한국,미스터리,[{'peopleNm': '박훈정'}],정보 없음,정보 없음
20175930,피의 연대기,For Vagina’s Sake,2017,20180118,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '김보람'}],정보 없음,정보 없음
20176121,흥부: 글로 세상을 바꾼 자,Heung-boo: The Revolutionist,2017,20180214,장편,개봉,한국,사극,한국,사극,[{'peopleNm': '조근현'}],정보 없음,정보 없음
20153446,너의 결혼식,On Your Wedding Day,2017,20180822,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이석근'}],정보 없음,정보 없음
20182989,커다랗고 커다랗고 커다란 배,The Incredible Story of the Giant Pear,2017,20180503,장편,개봉,덴마크,애니메이션,덴마크,애니메이션,"[{'peopleNm': '필립 립스키'}, {'peopleNm': '요르겐 레르담'}]",정보 없음,정보 없음
20168766,종이 비행기,Paper Planes,2016,20180131,장편,개봉,한국,드라마,한국,드라마,"[{'peopleNm': '노홍식'}, {'peopleNm': '필동'}]",정보 없음,정보 없음
20177981,밤치기,Hit the Night,2017,20181101,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '정가영'}],정보 없음,정보 없음
20177538,완벽한 타인,Intimate Strangers,2018,20181031,장편,개봉,한국,"드라마,코미디",한국,드라마,[{'peopleNm': '이재규'}],정보 없음,정보 없음
20154762,천당의 밤과 안개,Night and Fog in Zona,2017,20181129,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '정성일'}],정보 없음,정보 없음
20187142,카메라를 멈추면 안 돼!,One Cut of the Dead,2017,20180823,장편,개봉,일본,"공포(호러),코미디",일본,공포(호러),[{'peopleNm': '우에다 신이치로'}],정보 없음,정보 없음
20171681,박화영,Park Hwa-young,2018,20180719,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이환'}],정보 없음,정보 없음
20184101,여중생A,Student A,2018,20180620,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이경섭'}],정보 없음,정보 없음
20179383,독전,Believer,2017,20180522,장편,개봉,한국,"범죄,액션",한국,범죄,[{'peopleNm': '이해영'}],정보 없음,정보 없음
20172388,집의 시간들,A Long Farewell,2018,20181025,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '라야'}],정보 없음,정보 없음
20184642,어른이 되면,Grown Up,2018,20181213,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '장혜영'}],정보 없음,정보 없음
20173962,소공녀,Microhabitat,2017,20180322,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '전고운'}],정보 없음,정보 없음
20182065,대관람차,The Goose Goes South,2018,20180830,장편,개봉,한국,드라마,한국,드라마,"[{'peopleNm': '백재호'}, {'peopleNm': '이희섭'}]",정보 없음,정보 없음
20170513,동네사람들,Ordinary People,2018,20181107,장편,개봉,한국,"액션,스릴러",한국,액션,[{'peopleNm': '임진순'}],정보 없음,정보 없음
20180804,곤지암,GONJIAM: Haunted Asylum,2017,20180328,장편,개봉,한국,"공포(호러),스릴러",한국,공포(호러),[{'peopleNm': '정범식'}],정보 없음,정보 없음
20184132,"세라비, 이것이 인생!",C'est la vie!,2017,20180530,장편,개봉,프랑스,코미디,프랑스,코미디,"[{'peopleNm': '올리비에르 나카체'}, {'peopleNm': '에릭 토레다노'}]",정보 없음,정보 없음
20180744,스키타이: 불멸의 전사,THE SCYTHIAN,2017,20180920,장편,개봉,러시아,"액션,드라마,판타지",러시아,액션,[{'peopleNm': '러스탐 모사피르'}],정보 없음,정보 없음
20188382,세일즈맨의 전설,China Salesman,2017,20180823,장편,개봉,중국,"액션,드라마,전쟁",중국,액션,[{'peopleNm': '단빙'}],정보 없음,정보 없음
20179229,삼생삼세 십리도화,Once Upon a Time,2017,20180118,장편,개봉,중국,"판타지,멜로/로맨스,액션",중국,판타지,[{'peopleNm': '자오 샤오딩'}],정보 없음,정보 없음
20174244,버블 패밀리,Family in the Bubble,2017,20181220,장편,개봉,한국,"다큐멘터리,가족",한국,다큐멘터리,[{'peopleNm': '마민지'}],정보 없음,정보 없음
20188242,타샤 튜더,Tasha Tudor: A Still Water Story,2017,20180913,장편,개봉,일본,다큐멘터리,일본,다큐멘터리,[{'peopleNm': '마츠타니 미츠에'}],정보 없음,정보 없음
20175547,스윙키즈,Swing Kids,2018,20181219,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '강형철'}],정보 없음,정보 없음
20179101,공작,The Spy Gone North,2017,20180808,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '윤종빈'}],정보 없음,정보 없음
20189869,해피 투게더,Happy Together,2018,20181115,장편,개봉,한국,"드라마,코미디",한국,드라마,[{'peopleNm': '김정환'}],정보 없음,정보 없음
20186501,극장판 헬로카봇 : 백악기 시대,Hello Carbot the Movie: The Cretaceous Period,2018,20180801,장편,개봉,한국,애니메이션,한국,애니메이션,"[{'peopleNm': '최신규'}, {'peopleNm': '김진철'}]",정보 없음,정보 없음
20170658,PMC: 더 벙커,Take Point,2018,20181226,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '김병우'}],정보 없음,정보 없음
20183130,걸스 스텝,Girls Step ,2015,20180516,장편,개봉,일본,드라마,일본,드라마,[{'peopleNm': '카와무라 타이스케'}],정보 없음,정보 없음
20179230,도어락,Door Lock,2018,20181205,장편,개봉,한국,"스릴러,드라마",한국,스릴러,[{'peopleNm': '이권'}],정보 없음,정보 없음
20174198,에델과 어니스트,Ethel & Ernest,2016,20180510,장편,개봉,"영국,룩셈부르크","애니메이션,드라마",영국,애니메이션,[{'peopleNm': '로저 메인우드'}],정보 없음,정보 없음
20175215,저니스 엔드,Journey's End,2017,20181128,장편,개봉,영국,"전쟁,드라마",영국,전쟁,[{'peopleNm': '사울 딥'}],정보 없음,정보 없음
20183650,번개맨의 비밀,,2018,20181206,장편,개봉,한국,"가족,뮤지컬",한국,가족,[{'peopleNm': '강유선'}],정보 없음,정보 없음
20172602,홈,HOME,2018,20180530,장편,개봉,한국,"가족,드라마",한국,가족,[{'peopleNm': '김종우'}],정보 없음,정보 없음
20172405,카운터스,Counters,2017,20180815,장편,개봉,한국,"다큐멘터리,액션",한국,다큐멘터리,[{'peopleNm': '이일하'}],정보 없음,정보 없음
20178190,"이,기적인 남자",MR. EGOTISTIC,2017,20181025,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김재식'}],정보 없음,정보 없음
20182981,리벤져,Revenger,2018,20181206,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '이승원'}],정보 없음,정보 없음
20165562,소녀의 세계,Fantasy of the Girls,2018,20181129,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"[{'peopleNm': '안정민'}, {'peopleNm': '안정민'}]",정보 없음,정보 없음
20178161,탐정: 리턴즈,The Accidental Detective 2: In Action,2018,20180613,장편,개봉,한국,"코미디,범죄",한국,코미디,[{'peopleNm': '이언희'}],정보 없음,정보 없음
20181318,배드 사마리안,Bad Samaritan,2018,20181018,장편,개봉,미국,"스릴러,공포(호러)",미국,스릴러,[{'peopleNm': '딘 데블린'}],정보 없음,정보 없음
20182648,조건아빠: 슈가대디,,2018,20181015,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '한동호'}],정보 없음,정보 없음
20168250,골든슬럼버,Golden Slumber,2017,20180214,장편,개봉,한국,"범죄,드라마",한국,범죄,[{'peopleNm': '노동석'}],정보 없음,정보 없음
20177552,국가부도의 날,Default,2018,20181128,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최국희'}],정보 없음,정보 없음
20185484,안나 카레니나,ANNA KARENINA,2018,20180629,장편,개봉,한국,뮤지컬,한국,뮤지컬,[{'peopleNm': '신예지'}],정보 없음,정보 없음
20154908,7년의 밤,Seven Years of Night,2018,20180328,장편,개봉,한국,"스릴러,드라마",한국,스릴러,[{'peopleNm': '추창민'}],정보 없음,정보 없음
20182935,출국,Unfinished,2018,20181114,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '노규엽'}],정보 없음,정보 없음
20177537,상류사회,High Society,2018,20180829,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '변혁'}],정보 없음,정보 없음
20184139,인퀴지터: 엘도라도의 저주,City of Gold,2016,20181204,장편,개봉,미국,"어드벤처,스릴러",미국,어드벤처,[{'peopleNm': '해리 록'}],정보 없음,정보 없음
20160501,두 번째 겨울,Second Winter,2016,20181227,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김의곤'}],정보 없음,정보 없음
20184140,크리미널 체이스,Reprisal,2018,20181204,장편,개봉,미국,"액션,스릴러",미국,액션,[{'peopleNm': '브라이언 A 밀러'}],정보 없음,정보 없음
20184464,데드 트리거,Dead Trigger,2017,20181214,장편,개봉,미국,액션,미국,액션,[{'peopleNm': '스콧 윈드하우저'}],정보 없음,정보 없음
20174283,"1991, 봄",Courtesy to the Nation,2018,20181031,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '권경원'}],정보 없음,정보 없음
20181764,모어 댄 블루,More than Blue,2018,20181212,장편,개봉,대만,"멜로/로맨스,드라마",대만,멜로/로맨스,[{'peopleNm': '임효겸'}],정보 없음,정보 없음
20183685,엘리엇과 산타 썰매단,Elliot the Littlest Reindeer,2018,20181212,장편,개봉,캐나다,"애니메이션,가족",캐나다,애니메이션,[{'peopleNm': '제니퍼 웨스트콧'}],정보 없음,정보 없음
20174008,인어전설,Mermaid Unlimited,2016,20181115,장편,개봉,한국,"코미디,드라마",한국,코미디,[{'peopleNm': '오멸'}],정보 없음,정보 없음
20177245,일진,,2017,20180315,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '이수성'}],정보 없음,정보 없음
20183050,번 더 스테이지: 더 무비,Burn the Stage: the Movie,2018,20181115,장편,개봉,한국,기타,한국,기타,[{'peopleNm': '박준수'}],정보 없음,정보 없음
20184529,트와이스랜드,TWICELAND,2018,20181207,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[],정보 없음,정보 없음
20174264,샘,Saem,2017,20181129,장편,개봉,한국,"멜로/로맨스,코미디,드라마",한국,멜로/로맨스,[{'peopleNm': '황규일'}],정보 없음,정보 없음
20183291,화씨 11/9: 트럼프의 시대,Fahrenheit 11/9,2018,20181122,장편,개봉,미국,다큐멘터리,미국,다큐멘터리,[{'peopleNm': '마이클 무어'}],정보 없음,정보 없음
20183787,미스터 스마일,The Old Man and the Gun,2018,20181227,장편,개봉,미국,"드라마,멜로/로맨스",미국,드라마,[{'peopleNm': '데이빗 로워리'}],정보 없음,정보 없음
20184573,건양강호: 운뢰검법의 비밀,Amorous Swordsman,2017,20181213,장편,개봉,중국,액션,중국,액션,[{'peopleNm': '장뢰'}],정보 없음,정보 없음
20183063,박물관이 진짜 살아있다,Harvie and the Magic Museum,2017,20181108,장편,개봉,체코,"애니메이션,어드벤처,코미디",체코,애니메이션,"[{'peopleNm': '마틴 코틱'}, {'peopleNm': '이나 예블라니코바'}]",정보 없음,정보 없음
20183505,인 디 아일,In The Aisles,2018,20181122,장편,개봉,독일,드라마,독일,드라마,[{'peopleNm': '토마스 스터버'}],정보 없음,정보 없음
20182967,에스코바르,Loving Pablo,2017,20181115,장편,개봉,스페인,"범죄,액션",스페인,범죄,[{'peopleNm': '페르난도 레온 데 아라노아'}],정보 없음,정보 없음
