boxofficeType,showRange,yearWeekTime,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
주중 박스오피스,20180917~20180920,201838,1,1,10,OLD,20176122,안시성,2018-09-19,2081862100,22.5,1999586100,2430.3,2208025000,266251,255529,2383.2,281160,1172,9619
주중 박스오피스,20180917~20180920,201838,2,2,12,OLD,20172204,명당,2018-09-19,1612592900,17.4,1552601900,2588.1,1674293900,202506,195097,2633.2,210105,1069,8829
주중 박스오피스,20180917~20180920,201838,3,3,15,OLD,20189262,더 넌,2018-09-19,1437049100,15.5,1408618100,4954.5,1469934100,174831,171656,5406.5,178482,701,5792
주중 박스오피스,20180917~20180920,201838,4,4,8,OLD,20177308,협상,2018-09-19,1305144500,14.1,1222387500,1477.1,1405977500,161861,152244,1583.1,173345,898,7712
주중 박스오피스,20180917~20180920,201838,5,5,-4,OLD,20185046,서치,2018-08-29,1075741000,11.6,-1195513000,-52.6,22631152345,131671,-144898,-52.4,2649161,891,10892
주중 박스오피스,20180917~20180920,201838,6,6,-4,OLD,20156554,물괴,2018-09-12,584101050,6.3,-929780500,-61.4,5809567604,74385,-116154,-61.0,688275,1043,11442
주중 박스오피스,20180917~20180920,201838,7,7,-4,OLD,20153446,너의 결혼식,2018-08-22,286445700,3.1,-561575050,-66.2,23573089769,35696,-69700,-66.1,2808515,587,4314
주중 박스오피스,20180917~20180920,201838,8,8,-4,OLD,20188581,더 프레데터,2018-09-12,160521700,1.7,-255449550,-61.4,1486563314,19649,-31318,-61.4,169047,521,4258
주중 박스오피스,20180917~20180920,201838,9,9,6,OLD,20179189,암수살인,2018-10-03,74264000,0.8,38702000,108.8,112962000,9084,4811,112.6,13805,25,47
주중 박스오피스,20180917~20180920,201838,10,10,-5,OLD,20189362,업그레이드,2018-09-06,75850200,0.8,-194623500,-72.0,1717162500,8862,-22612,-71.8,187015,169,1188
주중 박스오피스,20180924~20180927,201839,1,1,0,OLD,20176122,안시성,2018-09-19,19428255600,47.5,17346393500,833.2,31761360441,2306092,2039841,766.1,3716656,1540,25691
주중 박스오피스,20180924~20180927,201839,2,2,0,OLD,20172204,명당,2018-09-19,8246155200,20.1,6633562300,411.4,14893739309,970803,768297,379.4,1730645,1039,16067
주중 박스오피스,20180924~20180927,201839,3,3,1,OLD,20177308,협상,2018-09-19,6433544950,15.7,5128400450,392.9,11880222709,756592,594731,367.4,1375139,919,13770
주중 박스오피스,20180924~20180927,201839,4,4,-1,OLD,20189262,더 넌,2018-09-19,2555837250,6.2,1118788150,77.9,7334334703,302597,127766,73.1,847431,698,8475
주중 박스오피스,20180924~20180927,201839,5,5,9,OLD,20167903,원더풀 고스트,2018-09-26,1492192100,3.6,1452000100,3612.7,1547267300,199377,194612,4084.2,205695,351,3669
주중 박스오피스,20180924~20180927,201839,6,6,-1,OLD,20185046,서치,2018-08-29,1066691350,2.6,-9049650,-0.8,24494108895,123590,-8081,-6.1,2859798,415,2884
주중 박스오피스,20180924~20180927,201839,7,7,12,OLD,20188304,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018-09-20,566555050,1.4,540900900,2108.4,923036650,73829,70575,2168.9,120445,444,1946
주중 박스오피스,20180924~20180927,201839,8,8,8,OLD,20189268,루이스,2018-09-20,331985350,0.8,299337950,916.9,571705300,41787,37421,857.1,72049,322,1285
주중 박스오피스,20180924~20180927,201839,9,9,45,OLD,20180167,에그엔젤 코코밍: 두근두근 핼러윈 파티,2018-09-22,147448600,0.4,145472600,7362.0,283007100,18146,17899,7246.6,35083,153,670
주중 박스오피스,20180924~20180927,201839,10,10,-4,OLD,20156554,물괴,2018-09-12,130509100,0.3,-453591950,-77.7,6061185654,15401,-58984,-79.3,717497,212,963
주중 박스오피스,20181001~20181004,201840,1,1,0,NEW,20177221,베놈,2018-10-03,8042940700,39.6,8042940700,100.0,8042940700,922666,922666,100.0,922666,1308,13749
주중 박스오피스,20181001~20181004,201840,2,2,35,OLD,20179189,암수살인,2018-10-03,5171989750,25.5,5168335750,141443.2,5311232750,600048,599642,147695.1,616749,957,9851
주중 박스오피스,20181001~20181004,201840,3,3,-2,OLD,20176122,안시성,2018-09-19,2968833400,14.6,-16459422200,-84.7,41883331042,367132,-1938960,-84.1,4899089,1294,16414
주중 박스오피스,20181001~20181004,201840,4,4,-1,OLD,20177308,협상,2018-09-19,1206209350,5.9,-5227335600,-81.3,16412581466,145780,-610812,-80.7,1889722,867,9579
주중 박스오피스,20181001~20181004,201840,5,5,0,NEW,20189123,곰돌이 푸 다시 만나 행복해,2018-10-03,817693700,4.0,817693700,100.0,834484700,98496,98496,100.0,100390,536,3485
주중 박스오피스,20181001~20181004,201840,6,6,-4,OLD,20172204,명당,2018-09-19,585468700,2.9,-7660686500,-92.9,17590997574,75294,-895509,-92.2,2046498,793,7186
주중 박스오피스,20181001~20181004,201840,7,7,-2,OLD,20167903,원더풀 고스트,2018-09-26,420490800,2.1,-1071701300,-71.8,3543549400,50065,-149312,-74.9,427808,324,3809
주중 박스오피스,20181001~20181004,201840,8,8,-4,OLD,20189262,더 넌,2018-09-19,280475050,1.4,-2275362200,-89.0,8667072495,34120,-268477,-88.7,998774,510,3288
주중 박스오피스,20181001~20181004,201840,9,9,0,NEW,20189462,셜록 놈즈,2018-10-03,221935850,1.1,221935850,100.0,259539850,29003,29003,100.0,33255,440,838
주중 박스오피스,20181001~20181004,201840,10,10,-4,OLD,20185046,서치,2018-08-29,166875950,0.8,-899815400,-84.4,25184495945,20385,-103205,-83.5,2938606,288,1662
주중 박스오피스,20181008~20181011,201841,1,1,0,OLD,20177221,베놈,2018-10-03,5711063300,37.4,-2331877400,-29.0,24261584356,674548,-248118,-26.9,2755750,1173,24014
주중 박스오피스,20181008~20181011,201841,2,2,0,OLD,20179189,암수살인,2018-10-03,5629980200,36.9,457990450,8.9,19924410944,668464,68416,11.4,2280918,1175,23236
주중 박스오피스,20181008~20181011,201841,3,3,0,OLD,20176122,안시성,2018-09-19,1179451000,7.7,-1789382400,-60.3,45100468276,148047,-219085,-59.7,5282004,635,6211
주중 박스오피스,20181008~20181011,201841,4,4,1,OLD,20189123,곰돌이 푸 다시 만나 행복해,2018-10-03,862314750,5.7,44621050,5.5,2820066060,105322,6826,6.9,333019,494,4362
주중 박스오피스,20181008~20181011,201841,5,5,18,OLD,20180523,스타 이즈 본,2018-10-09,552460850,3.6,542828850,5635.7,568842850,64712,63688,6219.5,66636,525,5111
주중 박스오피스,20181008~20181011,201841,6,6,6,OLD,20189067,미쓰백,2018-10-11,189948100,1.2,150048100,376.1,266265900,23762,19291,431.5,32319,547,2158
주중 박스오피스,20181008~20181011,201841,7,7,0,NEW,20180770,다이노 어드벤처2: 육해공 공룡 대백과,2018-10-09,145866200,1.0,145866200,100.0,145866200,18999,18999,100.0,18999,273,649
주중 박스오피스,20181008~20181011,201841,8,8,-4,OLD,20177308,협상,2018-09-19,144506050,0.9,-1061703300,-88.0,16934420566,17982,-127798,-87.7,1949916,401,1571
주중 박스오피스,20181008~20181011,201841,9,9,0,OLD,20189462,셜록 놈즈,2018-10-03,126972150,0.8,-94963700,-42.8,588458650,17771,-11232,-38.7,77109,331,713
주중 박스오피스,20181008~20181011,201841,10,10,44,OLD,20180931,극장판 가면라이더 이그제이드: 트루 엔딩,2018-10-09,89491450,0.6,87619450,4680.5,91651450,11430,11222,5395.2,11674,326,649
주중 박스오피스,20181015~20181018,201842,1,1,1,OLD,20179189,암수살인,2018-10-03,2023246050,30.2,-3606734150,-64.1,26950391826,251291,-417173,-62.4,3085185,998,18546
주중 박스오피스,20181015~20181018,201842,2,2,-1,OLD,20177221,베놈,2018-10-03,1492041900,22.3,-4219021400,-73.9,30199836704,181846,-492702,-73.0,3431305,903,15725
주중 박스오피스,20181015~20181018,201842,3,3,3,OLD,20189067,미쓰백,2018-10-11,914310800,13.6,724362700,381.3,2615932466,115057,91295,384.2,308844,638,8524
주중 박스오피스,20181015~20181018,201842,4,4,33,OLD,20186321,퍼스트맨,2018-10-18,634693200,9.5,625957200,7165.3,643429200,72645,72021,11541.8,73269,1137,4778
주중 박스오피스,20181015~20181018,201842,5,5,0,OLD,20180523,스타 이즈 본,2018-10-09,465352600,6.9,-87108250,-15.8,1829339152,57417,-7295,-11.3,210812,543,4991
주중 박스오피스,20181015~20181018,201842,6,6,-3,OLD,20176122,안시성,2018-09-19,252705300,3.8,-926745700,-78.6,45974649776,33658,-114389,-77.3,5387948,492,3761
주중 박스오피스,20181015~20181018,201842,7,7,-3,OLD,20189123,곰돌이 푸 다시 만나 행복해,2018-10-03,208507150,3.1,-653807600,-75.8,3584438360,26684,-78638,-74.7,422548,385,2783
주중 박스오피스,20181015~20181018,201842,8,8,22,OLD,20184678,배반의 장미,2018-10-18,76960950,1.1,67884950,748.0,86036950,9499,8487,838.6,10511,457,1384
주중 박스오피스,20181015~20181018,201842,9,9,-1,OLD,20177308,협상,2018-09-19,28677350,0.4,-115828700,-80.2,16991701666,8138,-9844,-54.7,1961411,95,381
주중 박스오피스,20181015~20181018,201842,10,10,5,OLD,20188661,에브리데이,2018-10-11,49682000,0.7,14043300,39.4,245277300,5948,2013,51.2,27568,128,995
주중 박스오피스,20181022~20181025,201843,1,1,13,OLD,20174981,창궐,2018-10-25,1281443850,20.1,1247430850,3667.5,1339235650,161144,156684,3513.1,167999,1283,6270
주중 박스오피스,20181022~20181025,201843,2,2,-1,OLD,20179189,암수살인,2018-10-03,1121266500,17.6,-901979550,-44.6,30852211571,139663,-111628,-44.4,3536440,827,13184
주중 박스오피스,20181022~20181025,201843,3,3,1,OLD,20186321,퍼스트맨,2018-10-18,962192400,15.1,327499200,51.6,4892738657,112648,40003,55.1,535840,999,12951
주중 박스오피스,20181022~20181025,201843,4,4,-1,OLD,20189067,미쓰백,2018-10-11,716489350,11.2,-197821450,-21.6,4605633066,91089,-23968,-20.8,543667,666,7659
주중 박스오피스,20181022~20181025,201843,5,5,-3,OLD,20177221,베놈,2018-10-03,672327850,10.5,-819714050,-54.9,32990774057,83153,-98693,-54.3,3755626,615,8998
주중 박스오피스,20181022~20181025,201843,6,6,-1,OLD,20180523,스타 이즈 본,2018-10-09,339528500,5.3,-125824100,-27.0,2700361800,41031,-16386,-28.5,308732,384,2739
주중 박스오피스,20181022~20181025,201843,7,7,0,NEW,20010291,해리포터와 마법사의 돌,2001-12-13,301971000,4.7,301971000,100.0,301971000,36611,36611,100.0,36611,33,404
주중 박스오피스,20181022~20181025,201843,8,8,44,OLD,20182403,크레이지 리치 아시안,2018-10-25,156628700,2.5,154084700,6056.8,159172700,19307,19009,6378.9,19605,479,1897
주중 박스오피스,20181022~20181025,201843,9,9,-3,OLD,20176122,안시성,2018-09-19,97047200,1.5,-155658100,-61.6,46256581476,14971,-18687,-55.5,5428341,271,1419
주중 박스오피스,20181022~20181025,201843,10,10,-3,OLD,20189123,곰돌이 푸 다시 만나 행복해,2018-10-03,98105400,1.5,-110401750,-52.9,3949574460,13814,-12870,-48.2,472710,235,1299
주중 박스오피스,20181029~20181101,201844,1,1,11,OLD,20177538,완벽한 타인,2018-10-31,3075778700,29.7,3001721200,4053.2,3461801600,449432,441239,5385.6,491441,1081,10002
주중 박스오피스,20181029~20181101,201844,2,2,-1,OLD,20174981,창궐,2018-10-25,2342055450,22.6,1060611600,82.8,11153376064,339737,178593,110.8,1348715,1330,18011
주중 박스오피스,20181029~20181101,201844,3,3,17,OLD,20185485,보헤미안 랩소디,2018-10-31,1378336300,13.3,1357226300,6429.3,1401012300,183423,181050,7629.6,185970,811,6002
주중 박스오피스,20181029~20181101,201844,4,4,-2,OLD,20179189,암수살인,2018-10-03,478615350,4.6,-642651150,-57.3,32771090948,63263,-76400,-54.7,3760913,591,6067
주중 박스오피스,20181029~20181101,201844,5,5,2,OLD,20010291,해리포터와 마법사의 돌,2001-12-13,490695000,4.7,188724000,62.5,1408789000,61074,24463,66.8,164551,32,795
주중 박스오피스,20181029~20181101,201844,6,6,57,OLD,20181404,벽 속에 숨은 마법시계,2018-10-31,366700750,3.5,364477750,16395.8,368923750,57841,57594,23317.4,58088,563,3836
주중 박스오피스,20181029~20181101,201844,7,7,-3,OLD,20189067,미쓰백,2018-10-11,348643950,3.4,-367845400,-51.3,5807966466,49629,-41460,-45.5,690556,536,4128
주중 박스오피스,20181029~20181101,201844,8,8,34,OLD,20180987,할로윈,2018-10-31,309515100,3.0,305240100,7140.1,313790100,44999,44524,9373.5,45474,536,3353
주중 박스오피스,20181029~20181101,201844,9,9,-3,OLD,20180523,스타 이즈 본,2018-10-09,271054700,2.6,-68473800,-20.2,3517414450,34668,-6363,-15.5,401633,272,1716
주중 박스오피스,20181029~20181101,201844,10,10,-2,OLD,20182403,크레이지 리치 아시안,2018-10-25,248370350,2.4,91741650,58.6,1192960791,32221,12914,66.9,138506,487,3819
주중 박스오피스,20181105~20181108,201845,1,1,0,OLD,20177538,완벽한 타인,2018-10-31,5744511050,50.5,2668732350,86.8,19653533861,711534,262102,58.3,2376136,1258,24608
주중 박스오피스,20181105~20181108,201845,2,2,1,OLD,20185485,보헤미안 랩소디,2018-10-31,2982215850,26.2,1603879550,116.4,9317470463,349747,166324,90.7,1059070,898,14075
주중 박스오피스,20181105~20181108,201845,3,3,24,OLD,20170513,동네사람들,2018-11-07,852376450,7.5,841225450,7543.9,873215450,107410,105817,6642.6,110083,693,6015
주중 박스오피스,20181105~20181108,201845,4,4,-2,OLD,20174981,창궐,2018-10-25,335373950,2.9,-2006681500,-85.7,13012416290,42987,-296750,-87.3,1566695,586,5785
주중 박스오피스,20181105~20181108,201845,5,5,10,OLD,20181171,바울,2018-10-31,220725850,1.9,148699450,206.5,557781650,29540,19201,185.7,72583,227,1144
주중 박스오피스,20181105~20181108,201845,6,6,0,OLD,20181404,벽 속에 숨은 마법시계,2018-10-31,168534350,1.5,-198166400,-54.0,1471679500,21850,-35991,-62.2,191192,479,3266
주중 박스오피스,20181105~20181108,201845,7,7,-2,OLD,20010291,해리포터와 마법사의 돌,2001-12-13,184793500,1.6,-305901500,-62.3,1939482500,21536,-39538,-64.7,223302,32,683
주중 박스오피스,20181105~20181108,201845,8,8,1,OLD,20180523,스타 이즈 본,2018-10-09,123328050,1.1,-147726650,-54.5,3860413100,16681,-17987,-51.9,441821,160,977
주중 박스오피스,20181105~20181108,201845,9,9,-1,OLD,20180987,할로윈,2018-10-31,101943050,0.9,-207572050,-67.1,840261063,12195,-32804,-72.9,102687,416,2169
주중 박스오피스,20181105~20181108,201845,10,10,23,OLD,20179006,여곡성,2018-11-08,100999400,0.9,91983400,1020.2,110015400,11938,10813,961.2,13063,191,903
주중 박스오피스,20181112~20181115,201846,1,1,0,NEW,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,4089383200,28.9,4089383200,100.0,4089383200,496713,496713,100.0,496713,1601,15753
주중 박스오피스,20181112~20181115,201846,2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,3940342450,27.9,958126600,32.1,20528314051,478708,128961,36.9,2321873,1018,13837
주중 박스오피스,20181112~20181115,201846,3,3,-2,OLD,20177538,완벽한 타인,2018-10-31,3768811950,26.7,-1975699100,-34.4,32322720299,476229,-235305,-33.1,3851977,1252,19508
주중 박스오피스,20181112~20181115,201846,4,4,0,NEW,20183050,번 더 스테이지: 더 무비,2018-11-15,616136000,4.4,616136000,100.0,616136000,76800,76800,100.0,76800,243,698
주중 박스오피스,20181112~20181115,201846,5,5,-2,OLD,20170513,동네사람들,2018-11-07,555562300,3.9,-296814150,-34.8,3538210762,71564,-35846,-33.4,423779,687,6383
주중 박스오피스,20181112~20181115,201846,6,6,-1,OLD,20181171,바울,2018-10-31,196838750,1.4,-23887100,-10.8,1064796600,25680,-3860,-13.1,134676,196,1028
주중 박스오피스,20181112~20181115,201846,7,7,8,OLD,20184481,성난황소,2018-11-22,113991000,0.8,73979000,184.9,175423000,13884,9054,187.5,21403,28,76
주중 박스오피스,20181112~20181115,201846,8,8,32,OLD,20182935,출국,2018-11-14,87066600,0.6,81524600,1471.0,94030600,11369,10743,1716.1,12153,255,1037
주중 박스오피스,20181112~20181115,201846,9,9,14,OLD,20186822,너의 췌장을 먹고 싶어,2018-11-15,83890750,0.6,71207750,561.4,102157750,11131,9552,604.9,13303,319,546
주중 박스오피스,20181112~20181115,201846,10,10,0,OLD,20179006,여곡성,2018-11-08,74184400,0.5,-26815000,-26.5,574461700,8852,-3086,-25.9,64849,178,1165
주중 박스오피스,20181119~20181122,201847,1,1,1,OLD,20185485,보헤미안 랩소디,2018-10-31,4455961900,38.7,515619450,13.1,32323353271,551007,72299,15.1,3689025,1164,17353
주중 박스오피스,20181119~20181122,201847,2,2,-1,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,2318464800,20.1,-1770918400,-43.3,15644633870,287837,-208876,-42.1,1807690,1322,19395
주중 박스오피스,20181119~20181122,201847,3,3,0,OLD,20177538,완벽한 타인,2018-10-31,2132227800,18.5,-1636584150,-43.4,38782510524,272848,-203381,-42.7,4623320,874,12869
주중 박스오피스,20181119~20181122,201847,4,4,3,OLD,20184481,성난황소,2018-11-22,1111733550,9.7,997742550,875.3,1794358600,141706,127822,920.6,220312,978,4483
주중 박스오피스,20181119~20181122,201847,5,5,-1,OLD,20183050,번 더 스테이지: 더 무비,2018-11-15,283617000,2.5,-332519000,-54.0,2281735600,33989,-42811,-55.7,269057,178,1044
주중 박스오피스,20181119~20181122,201847,6,6,2,OLD,20182935,출국,2018-11-14,193064800,1.7,105998200,121.7,495096200,25588,14219,125.1,62563,274,1413
주중 박스오피스,20181119~20181122,201847,7,7,-1,OLD,20181171,바울,2018-10-31,154874100,1.3,-41964650,-21.3,1431466950,21219,-4461,-17.4,181496,148,823
주중 박스오피스,20181119~20181122,201847,8,8,17,OLD,20182669,툴리,2018-11-22,124140400,1.1,115340400,1310.7,132940400,15086,13986,1271.5,16186,135,388
주중 박스오피스,20181119~20181122,201847,9,9,-4,OLD,20170513,동네사람들,2018-11-07,90450750,0.8,-465111550,-83.7,3797896662,13136,-58428,-81.6,458761,286,1291
주중 박스오피스,20181119~20181122,201847,10,10,0,NEW,20177552,국가부도의 날,2018-11-28,85335000,0.7,85335000,100.0,87771000,10102,10102,100.0,10508,19,54
주중 박스오피스,20181126~20181129,201848,1,1,0,OLD,20185485,보헤미안 랩소디,2018-10-31,4471990800,33.6,16028900,0.4,45438817635,598176,47169,8.6,5242627,1119,15790
주중 박스오피스,20181126~20181129,201848,2,2,8,OLD,20177552,국가부도의 날,2018-11-28,3266667450,24.5,3181332450,3728.1,3385320450,488435,478333,4735.0,502119,1180,11473
주중 박스오피스,20181126~20181129,201848,3,3,1,OLD,20184481,성난황소,2018-11-22,2250645000,16.9,1138911450,102.4,10222419586,306481,164775,116.3,1227499,992,13647
주중 박스오피스,20181126~20181129,201848,4,4,-1,OLD,20177538,완벽한 타인,2018-10-31,1005289550,7.6,-1126938250,-52.9,42147993274,137489,-135359,-49.6,5027843,681,7004
주중 박스오피스,20181126~20181129,201848,5,5,-3,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,811762650,6.1,-1506702150,-65.0,19646247156,108476,-179361,-62.3,2274220,734,6557
주중 박스오피스,20181126~20181129,201848,6,6,21,OLD,20181905,후드,2018-11-28,579522250,4.4,569237250,5534.6,598393750,87736,86586,7529.2,89741,628,4296
주중 박스오피스,20181126~20181129,201848,7,7,5,OLD,20183073,베일리 어게인,2018-11-22,128788100,1.0,61753900,92.1,529523600,16886,9034,115.1,62140,189,1592
주중 박스오피스,20181126~20181129,201848,8,8,55,OLD,20179230,도어락,2018-12-05,97995000,0.7,95723000,4213.2,107591000,14247,13963,4916.5,15657,44,74
주중 박스오피스,20181126~20181129,201848,9,9,-2,OLD,20181171,바울,2018-10-31,102230950,0.8,-52643150,-34.0,1701263500,13992,-7227,-34.1,215752,129,554
주중 박스오피스,20181126~20181129,201848,10,10,35,OLD,20183007,거미줄에 걸린 소녀,2018-11-28,70511150,0.5,66857150,1829.7,74165150,9995,9589,2361.8,10401,312,1203
주중 박스오피스,20181203~20181206,201849,1,1,1,OLD,20177552,국가부도의 날,2018-11-28,4056963900,32.5,790296450,24.2,16815143411,521216,32781,6.7,2093097,1173,20166
주중 박스오피스,20181203~20181206,201849,2,2,-1,OLD,20185485,보헤미안 랩소디,2018-10-31,3355787600,26.9,-1116203200,-25.0,56048762873,415973,-182203,-30.5,6462921,1060,15260
주중 박스오피스,20181203~20181206,201849,3,3,5,OLD,20179230,도어락,2018-12-05,1864673750,14.9,1766678750,1802.8,1973218750,239673,225426,1582.3,255489,863,8336
주중 박스오피스,20181203~20181206,201849,4,4,-1,OLD,20184481,성난황소,2018-11-22,605004150,4.8,-1645640850,-73.1,12761149587,79564,-226917,-74.0,1531229,617,5577
주중 박스오피스,20181203~20181206,201849,5,5,0,NEW,20178825,모털 엔진,2018-12-05,608236100,4.9,608236100,100.0,608236100,72441,72441,100.0,72441,661,4874
주중 박스오피스,20181203~20181206,201849,6,6,-2,OLD,20177538,완벽한 타인,2018-10-31,406803700,3.3,-598485850,-59.5,43474300674,53163,-84326,-61.3,5185206,517,3437
주중 박스오피스,20181203~20181206,201849,7,7,-1,OLD,20181905,후드,2018-11-28,304342750,2.4,-275179500,-47.5,2080184299,41708,-46028,-52.5,268966,571,3694
주중 박스오피스,20181203~20181206,201849,8,8,0,NEW,20189843,호두까기 인형과 4개의 왕국,2018-12-06,287705300,2.3,287705300,100.0,289065300,36739,36739,100.0,36909,265,1182
주중 박스오피스,20181203~20181206,201849,9,9,-4,OLD,20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-14,197583250,1.6,-614179400,-75.7,20600987768,25920,-82556,-76.1,2388101,385,1737
주중 박스오피스,20181203~20181206,201849,10,10,63,OLD,20175547,스윙키즈,2018-12-19,95183000,0.8,93701000,6322.6,99135000,13863,13616,5512.6,14357,52,71
주중 박스오피스,20181210~20181213,201850,1,1,0,OLD,20177552,국가부도의 날,2018-11-28,2702883550,25.5,-1354080350,-33.4,25106511501,347410,-173806,-33.3,3071708,1012,15570
주중 박스오피스,20181210~20181213,201850,2,2,0,OLD,20185485,보헤미안 랩소디,2018-10-31,2623047600,24.8,-732740000,-21.8,64080014914,328528,-87445,-21.0,7388711,934,13113
주중 박스오피스,20181210~20181213,201850,3,3,0,OLD,20179230,도어락,2018-12-05,2102538800,19.9,237865050,12.8,9014158310,273107,33434,13.9,1100672,919,14784
주중 박스오피스,20181210~20181213,201850,4,4,36,OLD,20183238,스파이더맨: 뉴 유니버스,2018-12-12,694447400,6.6,687681400,10163.8,730055050,88724,87929,11060.3,92159,688,6254
주중 박스오피스,20181210~20181213,201850,5,5,3,OLD,20189843,호두까기 인형과 4개의 왕국,2018-12-06,558650000,5.3,270944700,94.2,2499953600,73626,36887,100.4,303562,253,3710
주중 박스오피스,20181210~20181213,201850,6,6,-1,OLD,20178825,모털 엔진,2018-12-05,343916850,3.3,-264319250,-43.5,2166679119,43719,-28722,-39.6,247091,574,3655
주중 박스오피스,20181210~20181213,201850,7,7,21,OLD,20182082,부탁 하나만 들어줘,2018-12-12,261044950,2.5,245557950,1585.6,288413950,32167,30320,1641.6,35572,461,2919
주중 박스오피스,20181210~20181213,201850,8,8,-2,OLD,20177538,완벽한 타인,2018-10-31,189258250,1.8,-217545450,-53.5,43974338174,25555,-27608,-51.9,5247848,290,1686
주중 박스오피스,20181210~20181213,201850,9,9,-5,OLD,20184481,성난황소,2018-11-22,119661050,1.1,-485343100,-80.2,13166409137,16517,-63047,-79.2,1583781,312,1333
주중 박스오피스,20181210~20181213,201850,10,10,5,OLD,20183288,헌터 킬러,2018-12-06,114952700,1.1,70639000,159.4,375003700,15315,9709,173.2,45765,224,904
주중 박스오피스,20181217~20181220,201851,1,1,180,OLD,20168773,마약왕,2018-12-19,3640793350,26.2,3640737350,6501316.7,3709537350,447300,447292,5591150.0,454497,1297,10652
주중 박스오피스,20181217~20181220,201851,2,2,78,OLD,20180290,아쿠아맨,2018-12-19,2387196200,17.2,2385271200,123910.2,2389121200,283645,283470,161982.9,283820,1060,7778
주중 박스오피스,20181217~20181220,201851,3,3,-1,OLD,20185485,보헤미안 랩소디,2018-10-31,2021700000,14.5,-601347600,-22.9,71062240814,253879,-74649,-22.7,8196378,972,9481
주중 박스오피스,20181217~20181220,201851,4,4,9,OLD,20175547,스윙키즈,2018-12-19,1433200500,10.3,1353832100,1705.8,2287634000,188674,179726,2008.6,289663,984,7226
주중 박스오피스,20181217~20181220,201851,5,5,-4,OLD,20177552,국가부도의 날,2018-11-28,1153964050,8.3,-1548919500,-57.3,30340691787,150349,-197061,-56.7,3686347,966,8513
주중 박스오피스,20181217~20181220,201851,6,6,-3,OLD,20179230,도어락,2018-12-05,738898100,5.3,-1363640700,-64.9,12505176436,97639,-175468,-64.2,1525031,808,6574
주중 박스오피스,20181217~20181220,201851,7,7,-3,OLD,20183238,스파이더맨: 뉴 유니버스,2018-12-12,681361900,4.9,-13085500,-1.9,3928477226,87864,-860,-1.0,478191,677,5099
주중 박스오피스,20181217~20181220,201851,8,8,0,NEW,20184105,말모이,2019-01-09,235666000,1.7,235666000,100.0,235668000,44750,44750,100.0,44751,108,208
주중 박스오피스,20181217~20181220,201851,9,9,-4,OLD,20189843,호두까기 인형과 4개의 왕국,2018-12-06,262724200,1.9,-295925800,-53.0,3636008700,35766,-37860,-51.4,444191,235,1825
주중 박스오피스,20181217~20181220,201851,10,10,34,OLD,20182421,그린치,2018-12-19,212208050,1.5,206563050,3659.2,240639050,32770,32102,4805.7,36456,561,1693
주중 박스오피스,20181224~20181227,201852,1,1,1,OLD,20180290,아쿠아맨,2018-12-19,9467885500,29.0,7080689300,296.6,20734502298,1132431,848786,299.2,2382491,1285,15846
주중 박스오피스,20181224~20181227,201852,2,2,30,OLD,20186281,범블비,2018-12-25,5617478550,17.2,5599599550,31319.4,5652700550,684153,682165,34314.1,687854,1016,13998
주중 박스오피스,20181224~20181227,201852,3,3,-2,OLD,20168773,마약왕,2018-12-19,4089091050,12.5,448297700,12.3,14726396002,484201,36901,8.2,1694380,1075,10676
주중 박스오피스,20181224~20181227,201852,4,4,-1,OLD,20185485,보헤미안 랩소디,2018-10-31,2988375750,9.1,966675750,47.8,76818888114,359827,105948,41.7,8861953,784,5723
주중 박스오피스,20181224~20181227,201852,5,5,-1,OLD,20175547,스윙키즈,2018-12-19,2766132600,8.5,1332932100,93.0,8244332252,352346,163672,86.7,1013291,831,7231
주중 박스오피스,20181224~20181227,201852,6,6,10,OLD,20170658,PMC: 더 벙커,2018-12-26,2419983450,7.4,2360020450,3935.8,2598921950,350026,343148,4989.1,372062,1047,9153
주중 박스오피스,20181224~20181227,201852,7,7,22,OLD,20183785,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,1470848700,4.5,1448102700,6366.4,1529945700,188078,185357,6812.1,194594,672,2538
주중 박스오피스,20181224~20181227,201852,8,8,2,OLD,20182421,그린치,2018-12-19,1355181850,4.1,1142973800,538.6,2863895100,179623,146853,448.1,379004,694,3222
주중 박스오피스,20181224~20181227,201852,9,9,4,OLD,20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,697804150,2.1,617209150,765.8,1580303950,90487,79542,726.7,203026,444,1654
주중 박스오피스,20181224~20181227,201852,10,10,4,OLD,20183375,극장판 포켓몬스터 모두의 이야기,2018-12-19,428428050,1.3,349850100,445.2,1106105800,56004,45141,415.5,143001,420,1308
