boxofficeType,showRange,yearWeekTime,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
주말 박스오피스,20240119~20240121,202403,4,4,1,OLD,20235583,인투 더 월드,2024-01-10,631664275,7.9,-319324824,-33.6,2258895672,67909,-33226,-32.9,245892,693,3788
주말 박스오피스,20240119~20240121,202403,5,5,-1,OLD,20203702,노량: 죽음의 바다,2023-12-20,603268194,7.5,-574903134,-48.8,44351861033,62303,-58999,-48.6,4502860,832,5493
주말 박스오피스,20240119~20240121,202403,6,6,0,OLD,20236146,신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,2023-12-22,328654079,4.1,-79996050,-19.6,8460303113,33333,-8127,-19.6,874346,468,1972
주말 박스오피스,20240119~20240121,202403,7,7,17,OLD,20206946,시민덕희,2024-01-24,220590794,2.7,211149794,2236.5,293238794,21021,19972,1903.9,29093,273,554
주말 박스오피스,20240119~20240121,202403,8,8,-1,OLD,20235353,길위에 김대중,2024-01-10,197675292,2.5,-61016227,-23.6,891070074,19997,-5834,-22.6,92391,377,1562
주말 박스오피스,20240119~20240121,202403,9,9,0,NEW,20235854,덤 머니,2024-01-17,131907702,1.6,131907702,100.0,233432545,13480,13480,100.0,24992,439,2166
주말 박스오피스,20240119~20240121,202403,10,10,-2,OLD,20234114,괴물,2023-11-29,98636772,1.2,-48497759,-33.0,4681017994,9504,-4713,-33.2,475358,183,739
주말 박스오피스,20240126~20240128,202404,1,1,6,OLD,20206946,시민덕희,2024-01-24,3464266630,43.6,3243675836,1470.4,4785992744,363364,342343,1628.6,504990,1272,15428
주말 박스오피스,20240126~20240128,202404,2,2,-1,OLD,20235253,외계+인 2부,2024-01-10,1182511873,14.9,-1560096611,-56.9,12649328180,122980,-154816,-55.7,1306802,977,9069
주말 박스오피스,20240126~20240128,202404,3,3,-1,OLD,20235834,위시,2024-01-03,690509526,8.7,-601137511,-46.5,12768712111,72207,-61667,-46.1,1335691,845,5482
주말 박스오피스,20240126~20240128,202404,4,4,-1,OLD,20212866,서울의 봄,2023-11-22,510425358,6.4,-408498768,-44.5,127119775665,50757,-40357,-44.3,13038385,715,4187
주말 박스오피스,20240126~20240128,202404,5,5,-1,OLD,20235583,인투 더 월드,2024-01-10,382783075,4.8,-248881200,-39.4,2810860953,41488,-26421,-38.9,307210,603,2625
주말 박스오피스,20240126~20240128,202404,6,6,-1,OLD,20203702,노량: 죽음의 바다,2023-12-20,224541206,2.8,-378726988,-62.8,44804237586,23379,-38924,-62.5,4550731,580,2841
주말 박스오피스,20240126~20240128,202404,7,7,-1,OLD,20236146,신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,2023-12-22,205989373,2.6,-122664706,-37.3,8779815400,21017,-12316,-36.9,907283,389,1458
주말 박스오피스,20240126~20240128,202404,8,8,26,OLD,20236464,도그맨,2024-01-24,182448784,2.3,174688784,2251.1,330540933,18523,17747,2287.0,35065,494,2861
주말 박스오피스,20240126~20240128,202404,9,9,98,OLD,20161872,너의 이름은.,2017-01-04,177505078,2.2,177290039,82445.5,31750906211,12568,12542,48238.5,3907409,26,239
주말 박스오피스,20240126~20240128,202404,10,10,-2,OLD,20235353,길위에 김대중,2024-01-10,77910785,1.0,-119764507,-60.6,1068022451,7922,-12075,-60.4,110919,156,511
주말 박스오피스,20240202~20240204,202405,1,1,59,OLD,20236180,웡카,2024-01-31,5307819457,53.1,5304747457,172680.6,7591137610,526732,526476,205654.7,786720,1753,23055
주말 박스오피스,20240202~20240204,202405,2,2,-1,OLD,20206946,시민덕희,2024-01-24,2202505958,22.0,-1261760672,-36.4,8670597043,230353,-133011,-36.6,930968,1083,11361
주말 박스오피스,20240202~20240204,202405,3,3,-1,OLD,20235253,외계+인 2부,2024-01-10,473444240,4.7,-709067633,-60.0,13564277654,48768,-74212,-60.3,1406244,687,3957
주말 박스오피스,20240202~20240204,202405,4,4,61,OLD,20247074,건국전쟁,2024-02-01,292481395,2.9,290651395,15882.6,362466234,28489,28306,15467.8,35651,192,949
주말 박스오피스,20240202~20240204,202405,5,5,-2,OLD,20235834,위시,2024-01-03,230917898,2.3,-459591628,-66.6,13221556880,24495,-47712,-66.1,1385854,529,2185
주말 박스오피스,20240202~20240204,202405,6,6,-2,OLD,20212866,서울의 봄,2023-11-22,211323298,2.1,-299102060,-58.6,127576446518,23249,-27508,-54.2,13089079,497,2053
주말 박스오피스,20240202~20240204,202405,7,7,15,OLD,20234730,추락의 해부,2024-01-31,173167217,1.7,140857217,436.0,308423978,17031,14877,690.7,31539,236,939
주말 박스오피스,20240202~20240204,202405,8,8,0,NEW,20246964,정글번치: 월드투어,2024-01-31,134625200,1.3,134625200,100.0,164238900,16691,16691,100.0,20714,193,934
주말 박스오피스,20240202~20240204,202405,9,9,-4,OLD,20235583,인투 더 월드,2024-01-10,128924507,1.3,-253858568,-66.3,3026494116,14539,-26949,-65.0,332104,333,1058
주말 박스오피스,20240202~20240204,202405,10,10,-3,OLD,20236146,신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,2023-12-22,97483803,1.0,-108505570,-52.7,8939210322,10089,-10928,-52.0,924114,208,671
주말 박스오피스,20240209~20240211,202406,1,1,0,OLD,20236180,웡카,2024-01-31,5175085790,32.8,-132733667,-2.5,15399788261,522171,-4561,-0.9,1585118,1440,15062
주말 박스오피스,20240209~20240211,202406,2,2,0,OLD,20206946,시민덕희,2024-01-24,3457733015,21.9,1255227057,57.0,13042763908,353642,123289,53.5,1383445,1281,8354
주말 박스오피스,20240209~20240211,202406,3,3,11,OLD,20212668,도그데이즈,2024-02-07,1514298618,9.6,1471136090,3408.4,2122312488,152855,148747,3620.9,218368,797,7381
주말 박스오피스,20240209~20240211,202406,4,4,0,OLD,20247074,건국전쟁,2024-02-01,1490853176,9.5,1198371781,409.7,2398848907,147961,119472,419.4,241470,637,2928
주말 박스오피스,20240209~20240211,202406,5,5,42,OLD,20211477,데드맨,2024-02-07,1150801447,7.3,1146295447,25439.3,1674313287,117092,116768,36039.5,174833,800,6144
주말 박스오피스,20240209~20240211,202406,6,6,0,NEW,20231415,소풍,2024-02-07,923806523,5.9,923806523,100.0,1261602879,98059,98059,100.0,136265,729,4778
주말 박스오피스,20240209~20240211,202406,7,7,22,OLD,20234581,아가일,2024-02-07,641387919,4.1,633507919,8039.4,1002430943,61272,60484,7675.6,96162,822,4721
주말 박스오피스,20240209~20240211,202406,8,8,14,OLD,20246966,아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,274953930,1.7,256218130,1367.5,384705766,29944,28273,1692.0,42536,578,2478
주말 박스오피스,20240209~20240211,202406,9,9,-3,OLD,20212866,서울의 봄,2023-11-22,137650433,0.9,-73672865,-34.9,127803459213,15024,-8225,-35.4,13114138,162,494
주말 박스오피스,20240209~20240211,202406,10,10,-2,OLD,20246964,정글번치: 월드투어,2024-01-31,99797000,0.6,-34828200,-25.9,296248100,11322,-5369,-32.2,36409,168,625
주말 박스오피스,20240216~20240218,202407,1,1,0,OLD,20236180,웡카,2024-01-31,4298102106,38.3,-876983684,-16.9,23971412633,442681,-79490,-15.2,2471019,1222,13232
주말 박스오피스,20240216~20240218,202407,2,2,2,OLD,20247074,건국전쟁,2024-02-01,2127144295,19.0,636291119,42.7,6758659838,225103,77142,52.1,710509,956,8747
주말 박스오피스,20240216~20240218,202407,3,3,8,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,1773914600,15.8,1571000800,774.2,3181713600,154294,143102,1278.6,269639,393,5650
주말 박스오피스,20240216~20240218,202407,4,4,-2,OLD,20206946,시민덕희,2024-01-24,912917257,8.1,-2544815758,-73.6,15508321850,93697,-259945,-73.5,1640123,836,7006
주말 박스오피스,20240216~20240218,202407,5,5,-2,OLD,20212668,도그데이즈,2024-02-07,435282262,3.9,-1079016356,-71.3,3312399745,43417,-109438,-71.6,340405,703,3915
주말 박스오피스,20240216~20240218,202407,6,6,0,OLD,20231415,소풍,2024-02-07,370006672,3.3,-553799851,-59.9,2251329303,41394,-56665,-57.8,248693,637,3413
주말 박스오피스,20240216~20240218,202407,7,7,1,OLD,20246966,아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,133273278,1.2,-141680652,-51.5,713971614,15070,-14874,-49.7,80233,360,1020
주말 박스오피스,20240216~20240218,202407,8,8,-3,OLD,20211477,데드맨,2024-02-07,129695925,1.2,-1021105522,-88.7,2211484835,13309,-103783,-88.6,231476,508,2247
주말 박스오피스,20240216~20240218,202407,9,9,-2,OLD,20234581,아가일,2024-02-07,119766930,1.1,-521620989,-81.3,1395932780,12240,-49032,-80.0,135539,422,1582
주말 박스오피스,20240216~20240218,202407,10,10,0,NEW,20246989,스노우 퍼핀즈,2024-02-15,75695512,0.7,75695512,100.0,95867212,8617,8617,100.0,11277,315,966
주말 박스오피스,20240223~20240225,202408,1,1,0,NEW,20234675,파묘,2024-02-22,19267745293,76.5,19267745293,100.0,22416849444,1965308,1965308,100.0,2301437,2355,26988
주말 박스오피스,20240223~20240225,202408,2,2,-1,OLD,20236180,웡카,2024-01-31,2674498737,10.6,-1623603369,-37.8,28698052606,279430,-163251,-36.9,2970618,908,7914
주말 박스오피스,20240223~20240225,202408,3,3,-1,OLD,20247074,건국전쟁,2024-02-01,1054375611,4.2,-1072768684,-50.4,9067350939,112876,-112227,-49.9,966523,715,4726
주말 박스오피스,20240223~20240225,202408,4,4,-1,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,653425000,2.6,-1120489600,-63.2,4575392400,56877,-97417,-63.1,394238,311,2637
주말 박스오피스,20240223~20240225,202408,5,5,1,OLD,20231415,소풍,2024-02-07,173874579,0.7,-196132093,-53.0,2698071219,19141,-22253,-53.8,300223,278,995
주말 박스오피스,20240223~20240225,202408,6,6,36,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,168946890,0.7,163744890,3147.7,174148890,18297,17719,3065.6,18875,167,874
주말 박스오피스,20240223~20240225,202408,7,7,0,NEW,20247219,사운드 오브 프리덤,2024-02-21,179862900,0.7,179862900,100.0,338984700,15728,15728,100.0,30663,225,1228
주말 박스오피스,20240223~20240225,202408,8,8,-4,OLD,20206946,시민덕희,2024-01-24,134036983,0.5,-778880274,-85.3,16025654774,14112,-79585,-84.9,1695197,393,1353
주말 박스오피스,20240223~20240225,202408,9,9,-2,OLD,20246966,아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,91958563,0.4,-41314715,-31.0,847021633,10139,-4931,-32.7,95668,180,479
주말 박스오피스,20240223~20240225,202408,10,10,20,OLD,20247063,바튼 아카데미,2024-02-21,73683076,0.3,62637876,567.1,154623051,7661,6609,628.2,15893,231,876
주말 박스오피스,20240301~20240303,202409,1,1,0,OLD,20234675,파묘,2024-02-22,22933085473,68.9,3665340180,19.0,58007739139,2335937,370629,18.9,6033171,2367,29307
주말 박스오피스,20240301~20240303,202409,2,2,0,NEW,20236295,듄: 파트2,2024-02-28,6241677081,18.8,6241677081,100.0,9040645194,552293,552293,100.0,820798,1190,11064
주말 박스오피스,20240301~20240303,202409,3,3,-1,OLD,20236180,웡카,2024-01-31,1645675876,4.9,-1028822861,-38.5,31714238962,173260,-106170,-38.0,3297957,695,3721
주말 박스오피스,20240301~20240303,202409,4,4,2,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,733855650,2.2,564908760,334.4,908073540,86081,67784,370.5,104963,342,1763
주말 박스오피스,20240301~20240303,202409,5,5,-2,OLD,20247074,건국전쟁,2024-02-01,553683312,1.7,-500692299,-47.5,10190997470,59946,-52930,-46.9,1092708,409,1512
주말 박스오피스,20240301~20240303,202409,6,6,18,OLD,20247473,아이엠 티라노,2024-03-01,283646000,0.9,270034200,1983.8,299805800,33962,32553,2310.4,35735,229,1148
주말 박스오피스,20240301~20240303,202409,7,7,-3,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,320657600,1.0,-332767400,-50.9,5221927200,31241,-25636,-45.1,458112,272,1370
주말 박스오피스,20240301~20240303,202409,8,8,-3,OLD,20231415,소풍,2024-02-07,81348390,0.2,-92526189,-53.2,2897954410,8949,-10192,-53.2,323327,89,296
주말 박스오피스,20240301~20240303,202409,9,9,-2,OLD,20247219,사운드 오브 프리덤,2024-02-21,53787800,0.2,-126075100,-70.1,479900700,4543,-11185,-71.1,43217,94,281
주말 박스오피스,20240301~20240303,202409,10,10,0,OLD,20247063,바튼 아카데미,2024-02-21,31066356,0.1,-42616720,-57.8,231820474,3164,-4497,-58.7,24393,49,139
주말 박스오피스,20240308~20240310,202410,1,1,0,OLD,20234675,파묘,2024-02-22,12567251730,67.6,-10365833743,-45.2,77505689475,1275194,-1060743,-45.4,8041937,2164,26114
주말 박스오피스,20240308~20240310,202410,2,2,0,OLD,20236295,듄: 파트2,2024-02-28,3466459862,18.7,-2775217219,-44.5,14522964133,292114,-260179,-47.1,1282696,1019,8121
주말 박스오피스,20240308~20240310,202410,3,3,0,OLD,20236180,웡카,2024-01-31,776021214,4.2,-869654662,-52.8,32757957870,80741,-92519,-53.4,3406875,645,3049
주말 박스오피스,20240308~20240310,202410,4,4,14,OLD,20236732,가여운 것들,2024-03-06,390791309,2.1,377962254,2946.1,652026459,38535,37383,3245.1,65421,454,2203
주말 박스오피스,20240308~20240310,202410,5,5,-1,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,317172410,1.7,-416683240,-56.8,1266364010,37597,-48484,-56.3,147380,330,1249
주말 박스오피스,20240308~20240310,202410,6,6,6,OLD,20234789,패스트 라이브즈,2024-03-06,301224353,1.6,271083277,899.4,492331816,33542,30575,1030.5,55097,613,2930
주말 박스오피스,20240308~20240310,202410,7,7,-2,OLD,20247074,건국전쟁,2024-02-01,187392705,1.0,-366290607,-66.2,10618513947,20289,-39657,-66.2,1141067,413,1493
주말 박스오피스,20240308~20240310,202410,8,8,-1,OLD,20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,122706000,0.7,-197951600,-61.7,5442660700,11659,-19582,-62.7,479674,184,736
주말 박스오피스,20240308~20240310,202410,9,9,-3,OLD,20247473,아이엠 티라노,2024-03-01,64602200,0.3,-219043800,-77.2,380985500,7166,-26796,-78.9,45256,190,578
주말 박스오피스,20240308~20240310,202410,10,10,27,OLD,20234808,생츄어리 2 : 쿼카가 너무해,2024-03-07,59122507,0.3,55625807,1590.8,67141807,6524,6155,1668.0,7413,249,618
주말 박스오피스,20240315~20240317,202411,1,1,0,OLD,20234675,파묘,2024-02-22,7732993680,63.4,-4834258050,-38.5,89750144011,780899,-494295,-38.8,9298502,1959,22737
주말 박스오피스,20240315~20240317,202411,2,2,0,OLD,20236295,듄: 파트2,2024-02-28,2312222189,19.0,-1154237673,-33.3,18192297131,187980,-104134,-35.6,1581235,925,6617
주말 박스오피스,20240315~20240317,202411,3,3,0,OLD,20236180,웡카,2024-01-31,446927082,3.7,-329094132,-42.4,33334833842,46193,-34548,-42.8,3466598,480,1878
주말 박스오피스,20240315~20240317,202411,4,4,0,OLD,20236732,가여운 것들,2024-03-06,231620117,1.9,-159171192,-40.7,1097080728,22501,-16034,-41.6,109826,323,1333
주말 박스오피스,20240315~20240317,202411,5,5,0,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,171257250,1.4,-145915160,-46.0,1452203560,20256,-17341,-46.1,169379,268,935
주말 박스오피스,20240315~20240317,202411,6,6,0,NEW,20247782,랜드 오브 배드,2024-03-13,141112874,1.2,141112874,100.0,220339722,15846,15846,100.0,25815,394,1875
주말 박스오피스,20240315~20240317,202411,7,7,-1,OLD,20234789,패스트 라이브즈,2024-03-06,155577991,1.3,-145646362,-48.4,816073276,15689,-17853,-53.2,89574,331,1476
주말 박스오피스,20240315~20240317,202411,8,8,57,OLD,20236488,밥 말리: 원 러브,2024-03-13,116381641,1.0,115122641,9144.0,250117549,12241,12170,17140.8,27283,501,2398
주말 박스오피스,20240315~20240317,202411,9,9,28,OLD,20247593,용감한 돌고래 벨루와 바닷속 친구들,2024-03-13,71685380,0.6,69957380,4048.5,79166580,9198,9006,4690.6,10194,180,506
주말 박스오피스,20240315~20240317,202411,10,10,-3,OLD,20247074,건국전쟁,2024-02-01,77929992,0.6,-109462713,-58.4,10792964189,8400,-11889,-58.6,1160625,188,616
주말 박스오피스,20240322~20240324,202412,1,1,0,OLD,20234675,파묘,2024-02-22,6128089714,58.9,-1604903966,-20.8,98671863896,618032,-162867,-20.9,10209031,1807,21010
주말 박스오피스,20240322~20240324,202412,2,2,0,OLD,20236295,듄: 파트2,2024-02-28,1473054665,14.2,-839167524,-36.3,20583933032,122438,-65542,-34.9,1777160,836,5760
주말 박스오피스,20240322~20240324,202412,3,3,9,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,1067873899,10.3,976855387,1073.2,1706776186,105168,97135,1209.2,168709,865,8132
주말 박스오피스,20240322~20240324,202412,4,4,-1,OLD,20236180,웡카,2024-01-31,321063926,3.1,-125863156,-28.2,33722795376,33121,-13072,-28.3,3506717,480,1770
주말 박스오피스,20240322~20240324,202412,5,5,0,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,126712120,1.2,-44545130,-26.0,1586554980,15053,-5203,-25.7,185323,230,713
주말 박스오피스,20240322~20240324,202412,6,6,-2,OLD,20236732,가여운 것들,2024-03-06,143838874,1.4,-87781243,-37.9,1354209908,13929,-8572,-38.1,135285,262,1030
주말 박스오피스,20240322~20240324,202412,7,7,0,NEW,20248393,이승윤 콘서트 도킹 : 리프트오프,2024-03-22,235489000,2.3,235489000,100.0,235489000,10257,10257,100.0,10257,66,337
주말 박스오피스,20240322~20240324,202412,8,8,-1,OLD,20234789,패스트 라이브즈,2024-03-06,94033380,0.9,-61544611,-39.6,992260558,9319,-6370,-40.6,107530,263,1110
주말 박스오피스,20240322~20240324,202412,9,9,0,OLD,20247593,용감한 돌고래 벨루와 바닷속 친구들,2024-03-13,64909000,0.6,-6776380,-9.5,159171880,8964,-234,-2.5,21720,166,540
주말 박스오피스,20240322~20240324,202412,10,10,0,NEW,20231459,탐정 말로,2024-03-21,69432000,0.7,69432000,100.0,98410200,8794,8794,100.0,13041,183,851
주말 박스오피스,20240329~20240331,202413,1,1,0,OLD,20234675,파묘,2024-02-22,4146804921,33.6,-1981284793,-32.3,105793324208,417994,-200038,-32.4,10957291,1426,14491
주말 박스오피스,20240329~20240331,202413,2,2,15,OLD,20231041,댓글부대,2024-03-27,3440332566,27.9,3413224566,12591.2,5042262113,346506,343578,11734.2,541047,1228,14756
주말 박스오피스,20240329~20240331,202413,3,3,0,NEW,20248496,고질라 X 콩: 뉴 엠파이어,2024-03-27,2423391298,19.6,2423391298,100.0,3221961514,234852,234852,100.0,321128,947,9443
주말 박스오피스,20240329~20240331,202413,4,4,-2,OLD,20236295,듄: 파트2,2024-02-28,777780588,6.3,-695274077,-47.2,21941132462,59901,-62537,-51.1,1886023,502,2267
주말 박스오피스,20240329~20240331,202413,5,5,-2,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,366273402,3.0,-701600497,-65.7,2343723486,36981,-68187,-64.8,235008,464,1998
주말 박스오피스,20240329~20240331,202413,6,6,42,OLD,20219375,1980,2024-03-27,189081782,1.5,185767782,5605.5,291901745,19956,19734,8889.2,32237,478,2133
주말 박스오피스,20240329~20240331,202413,7,7,-3,OLD,20236180,웡카,2024-01-31,127960842,1.0,-193103084,-60.1,33906635610,13238,-19883,-60.0,3526209,269,783
주말 박스오피스,20240329~20240331,202413,8,8,0,NEW,20248222,기동전사 건담 시드 프리덤,2024-04-03,126130460,1.0,126130460,100.0,126130460,9918,9918,100.0,9918,30,96
주말 박스오피스,20240329~20240331,202413,9,9,13,OLD,20235838,악은 존재하지 않는다,2024-03-27,98926763,0.8,65296763,194.2,196186256,9297,7055,314.7,19308,149,599
주말 박스오피스,20240329~20240331,202413,10,10,-5,OLD,20247437,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,57222820,0.5,-69489300,-54.8,1648494100,6704,-8349,-55.5,192595,139,375
주말 박스오피스,20240405~20240407,202414,1,1,0,OLD,20234675,파묘,2024-02-22,2155923426,28.5,-1990881495,-48.0,109472604873,216773,-201221,-48.1,11335717,1280,12728
주말 박스오피스,20240405~20240407,202414,2,2,0,OLD,20231041,댓글부대,2024-03-27,1359872443,17.9,-2080460123,-60.5,7542637022,137510,-208996,-60.3,799723,885,8815
주말 박스오피스,20240405~20240407,202414,3,3,0,OLD,20248496,고질라 X 콩: 뉴 엠파이어,2024-03-27,855249852,11.3,-1568141446,-64.7,4522391656,83915,-150937,-64.3,449813,773,5708
주말 박스오피스,20240405~20240407,202414,4,4,0,NEW,20247673,오멘: 저주의 시작,2024-04-03,625597648,8.3,625597648,100.0,871314540,60353,60353,100.0,85606,644,3845
주말 박스오피스,20240405~20240407,202414,5,5,0,NEW,20231677,남은 인생 10년,2023-05-24,539325526,7.1,539325526,100.0,2151571856,54432,54432,100.0,206861,413,1648
주말 박스오피스,20240405~20240407,202414,6,6,0,NEW,20247780,비키퍼,2024-04-03,384808064,5.1,384808064,100.0,673840171,40127,40127,100.0,72145,713,4392
주말 박스오피스,20240405~20240407,202414,7,7,-3,OLD,20236295,듄: 파트2,2024-02-28,431588715,5.7,-346191873,-44.5,22695543958,30031,-29870,-49.9,1940236,264,1211
주말 박스오피스,20240405~20240407,202414,8,8,25,OLD,20201502,유미의 세포들 더 무비,2024-04-03,238768660,3.2,234574660,5593.1,378685320,28750,28284,6069.5,49392,441,3370
주말 박스오피스,20240405~20240407,202414,9,9,-4,OLD,20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,178943277,2.4,-187330125,-51.1,2611007725,17331,-19650,-53.1,261502,291,1075
주말 박스오피스,20240405~20240407,202414,10,10,41,OLD,20236230,씬,2024-04-03,145460750,1.9,143172750,6257.6,232052448,15378,15170,7293.3,25264,409,1710
주말 박스오피스,20240412~20240414,202415,1,1,24,OLD,20236614,쿵푸팬더4,2024-04-10,3890514904,50.1,3878574904,32483.9,8237865903,408570,407380,34233.6,877729,2091,26601
주말 박스오피스,20240412~20240414,202415,2,2,-1,OLD,20234675,파묘,2024-02-22,1297088884,16.7,-858834542,-39.8,112224709295,128869,-87904,-40.6,11614084,938,7260
주말 박스오피스,20240412~20240414,202415,3,3,2,OLD,20231677,남은 인생 10년,2023-05-24,582685710,7.5,43360184,8.0,3299898766,57335,2903,5.3,321591,518,2956
주말 박스오피스,20240412~20240414,202415,4,4,-2,OLD,20231041,댓글부대,2024-03-27,429172564,5.5,-930699879,-68.4,8687038164,42915,-94595,-68.8,915698,694,3793
